# Tetrahedron method
        8.4546430330        0.0200229814        0.1530596177        0.2678053190        0.2679024983        0.2678880117
        8.5859682945        0.0228189146        0.1778924650        0.2827580021        0.2826994105        0.2827127588
        8.7172935560        0.0270572979        0.2122677092        0.2962743765        0.2962729805        0.2962754451
        8.8486188174        0.0333675668        0.2577174003        0.3074229336        0.3075185399        0.3074922944
        8.9799440789        0.0214953109        0.1565993885        0.2756229488        0.2755021148        0.2755404987
        9.1112693404        0.0110400129        0.0729099015        0.2360429403        0.2359790552        0.2360023190
        9.2425946018        0.0063596568        0.0366549159        0.2007440869        0.2007385774        0.2007422597
        9.3739198633        0.0035137978        0.0158491002        0.1590824812        0.1589158763        0.1589853694
        9.5052451248        0.0012766467        0.0034732170        0.0787336346        0.0785344807        0.0786256012
        9.6365703862        0.0004227927        0.0027149583        0.0159451048        0.0159451078        0.0159451067
        9.7678956477        0.0005953436        0.0035246659        0.0233483787        0.0233483800        0.0233483797
        9.8992209091        0.0007850914        0.0045317084        0.0305638575        0.0305638583        0.0305638583
       10.0305461706        0.0010263760        0.0059446921        0.0384595313        0.0384595317        0.0384595320
       10.1618714321        0.0013249414        0.0078281333        0.0474702482        0.0474702487        0.0474702491
       10.2931966935        0.0017255590        0.0104082271        0.0585179918        0.0585179917        0.0585179925
       10.4245219550        0.0022213017        0.0136459829        0.0716940430        0.0716940424        0.0716940435
       10.5558472165        0.0028916246        0.0181191366        0.0885912339        0.0885912329        0.0885912344
       10.6871724779        0.0038988898        0.0251490571        0.1129679516        0.1129679500        0.1129679521
       10.8184977394        0.0053318930        0.0351057303        0.1467674728        0.1467674686        0.1467674722
       10.9498230008        0.0078386127        0.0524824067        0.2053038102        0.2053038107        0.2053038127
       11.0811482623        0.0139964795        0.0929121949        0.3476257501        0.3476257296        0.3476257425
       11.2124735238        0.0177038896        0.1417497797        0.4304044254        0.4304044629        0.4304044526
       11.3437987852        0.0124010691        0.1375047069        0.3046039258        0.3046039629        0.3046039501
       11.4751240467        0.0059868549        0.1122234828        0.1947995470        0.1947995604        0.1947995588
       11.6064493082        0.0005579238        0.0535884340        0.0688400637        0.0688399168        0.0688399875
       11.7377745696        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       11.8690998311        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.0004250926        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.1317503540        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.2630756155        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.3944008769        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.5257261384        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.6570513999        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.7883766613        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       12.9197019228        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.0510271843        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.1823524457        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.3136777072        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.4450029687        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.5763282301        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.7076534916        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       13.8389787530        0.0000000520        0.0000053255        0.0202437584        0.0202013080        0.0208536766
       13.9703040145        0.0000079652        0.0001248235        0.0790371031        0.0790382647        0.0790215604
       14.1016292760        0.0000185292        0.0002847157        0.0768400544        0.0768142477        0.0770369780
       14.2329545374        0.0000299134        0.0004749952        0.0803246401        0.0803438024        0.0801393581
       14.3642797989        0.0000387171        0.0006559791        0.0794801047        0.0794694557        0.0794998151
       14.4956050604        0.0000484735        0.0008802023        0.0820366583        0.0820229511        0.0821324423
       14.6269303218        0.0000573465        0.0011166822        0.0837987804        0.0838257704        0.0835886202
       14.7582555833        0.0000658845        0.0013744939        0.0853347840        0.0853025528        0.0854814531
       14.8895808447        0.0000735395        0.0016507352        0.0867278337        0.0867213013        0.0867624206
       15.0209061062        0.0000826388        0.0019876652        0.0897645055        0.0897953934        0.0895823723
       15.1522313677        0.0000891260        0.0023205879        0.0910707967        0.0910358538        0.0911926187
       15.2835566291        0.0000975256        0.0027087065        0.0934925991        0.0934830126        0.0935319057
       15.4148818906        0.0001043415        0.0031246026        0.0955084127        0.0955487255        0.0953295025
       15.5462071521        0.0001118222        0.0035840883        0.0976097930        0.0975785549        0.0976884322
       15.6775324135        0.0001198137        0.0040951970        0.1000780787        0.1000473320        0.1001787220
       15.8088576750        0.0001263266        0.0046337711        0.1021402079        0.1021905481        0.1019641780
       15.9401829365        0.0001339242        0.0052022028        0.1038305772        0.1037987086        0.1038934759
       16.0715081979        0.0001410871        0.0058824377        0.1068361776        0.1068009951        0.1069311037
       16.2028334594        0.0001469318        0.0065674602        0.1090618461        0.1091215644        0.1088887977
       16.3341587208        0.0001540012        0.0072762057        0.1108049259        0.1107517847        0.1109095507
       16.4654839823        0.0001600448        0.0081717123        0.1145566003        0.1145552548        0.1145596096
       16.5968092438        0.0001638523        0.0090428760        0.1173291577        0.1173839717        0.1171877274
       16.7281345052        0.0001691527        0.0100861802        0.1212490240        0.1211517598        0.1214344546
       16.8594597667        0.0001724777        0.0111512148        0.1248667659        0.1249446782        0.1247095804
       16.9907850282        0.0001732373        0.0123205082        0.1287782500        0.1287540424        0.1287978732
       17.1221102896        0.0001756428        0.0137597203        0.1345413244        0.1345425562        0.1345394523
       17.2534355511        0.0001753952        0.0156283810        0.1435989346        0.1436780456        0.1434498103
       17.3847608126        0.0001724321        0.0174525638        0.1505158493        0.1503878605        0.1507031454
       17.5160860740        0.0001716123        0.0201141098        0.1635949444        0.1637309415        0.1633855713
       17.6474113355        0.0001648863        0.0230167541        0.1766315542        0.1764595078        0.1768460581
       17.7787365969        0.0001612141        0.0273975675        0.1986802705        0.1988396329        0.1984658934
       17.9100618584        0.0001465467        0.0329718999        0.2260315360        0.2260061749        0.2260592878
       18.0413871199        0.0001406977        0.0452149791        0.2924305614        0.2922182405        0.2926186197
       18.1727123813        0.0001270581        0.0904010881        0.5357909716        0.5358503004        0.5357532503
       18.3040376428        0.0000332402        0.0800429493        0.4862916570        0.4862917748        0.4862915783
       18.4353629043        0.0000027989        0.0235239960        0.1498303151        0.1498306040        0.1498301313
       18.5666881657        0.0000028854        0.0005142877        0.0027240458        0.0027240468        0.0027240452
       18.6980134272        0.0000049845        0.0006398186        0.0033794708        0.0033794716        0.0033794704
       18.8293386886        0.0000075365        0.0007450564        0.0039241523        0.0039241532        0.0039241519
       18.9606639501        0.0000110229        0.0008623954        0.0045308933        0.0045308940        0.0045308929
       19.0919892116        0.0000155121        0.0009940678        0.0052111484        0.0052111492        0.0052111480
       19.2233144730        0.0000208861        0.0011209440        0.0058656046        0.0058656053        0.0058656042
       19.3546397345        0.0000279005        0.0012759191        0.0066679811        0.0066679818        0.0066679808
       19.4859649960        0.0000362914        0.0014383084        0.0075111491        0.0075111497        0.0075111487
       19.6172902574        0.0000467935        0.0016285470        0.0085051681        0.0085051687        0.0085051677
       19.7486155189        0.0000593444        0.0018330207        0.0095813313        0.0095813318        0.0095813309
       19.8799407804        0.0000758552        0.0020961549        0.0109792426        0.0109792431        0.0109792422
       20.0112660418        0.0000954754        0.0023828504        0.0125228714        0.0125228719        0.0125228711
       20.1425913033        0.0001209753        0.0027439651        0.0144917325        0.0144917326        0.0144917323
       20.2739165647        0.0002477791        0.0032939559        0.0234814965        0.0234814907        0.0234814997
       20.4052418262        0.0003757163        0.0041373429        0.0330767810        0.0330767764        0.0330767832
       20.5365670877        0.0005390281        0.0055191076        0.0457192304        0.0457192256        0.0457192320
       20.6678923491        0.0007738014        0.0076395055        0.0639692606        0.0639692487        0.0639692655
       20.7992176106        0.0012961579        0.0122544263        0.1009495912        0.1009495318        0.1009496226
       20.9305428721        0.0015829611        0.0163715391        0.1346758955        0.1346759091        0.1346758805
       21.0618681335        0.0016953657        0.0199167352        0.1687966156        0.1687966244        0.1687966005
       21.1931933950        0.0018281287        0.0244268874        0.2216505126        0.2216505030        0.2216504966
       21.3245186565        0.0018967063        0.0291594445        0.3190830497        0.3190830615        0.3190830278
       21.4558439179        0.0012523264        0.0239049198        0.3517979011        0.3517980976        0.3517979200
       21.5871691794        0.0008065669        0.0199197292        0.2661682234        0.2661682677        0.2661682201
       21.7184944408        0.0004917531        0.0163915430        0.2393964277        0.2393964573        0.2393964252
       21.8498197023        0.0002283833        0.0117995191        0.2212998968        0.2212999177        0.2212998951
       21.9811449638        0.0000328228        0.0048291649        0.2050510886        0.2050511037        0.2050510881
       22.1124702252        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.2437954867        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.3751207482        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.5064460096        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.6377712711        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.7690965325        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       22.9004217940        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.0317470555        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.1630723169        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.2943975784        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.4257228399        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.5570481013        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.6883733628        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.8196986243        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       23.9510238857        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       24.0823491472        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       24.2136744086        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
