# Tetrahedron method
       -2.0513778840        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.9200526226        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.7887273611        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.6574020996        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.5260768382        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.3947515767        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.2634263152        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.1321010538        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -1.0007757923        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.8694505308        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.7381252694        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.6068000079        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4754747465        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3441494850        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2128242235        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0814989621        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.0498262994        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.1811515609        0.0000000001        0.0000000033        0.0002267099        0.0002267084        0.0002267069
        0.3124768223        0.0015464750        0.0012704015        0.0006253488        0.0006253415        0.0006253487
        0.4438020838        0.0038362971        0.0031053990        0.0015517393        0.0015492277        0.0015467777
        0.5751273452        0.0064485522        0.0051072296        0.0024603231        0.0024581981        0.0024562329
        0.7064526067        0.0103476737        0.0079790889        0.0037306098        0.0037319183        0.0037330547
        0.8377778682        0.0152053940        0.0113525454        0.0054172206        0.0054190436        0.0054208435
        0.9691031296        0.0216569940        0.0155637945        0.0072530233        0.0072490862        0.0072457984
        1.1004283911        0.0297357105        0.0204511304        0.0094134235        0.0094097352        0.0094060055
        1.2317536526        0.0398436362        0.0260427996        0.0119343626        0.0119306662        0.0119273028
        1.3630789140        0.0526714660        0.0325060794        0.0148155058        0.0148184843        0.0148212802
        1.4944041755        0.0685842756        0.0396034584        0.0180553302        0.0180609077        0.0180659348
        1.6257294370        0.0896610779        0.0480116190        0.0215928238        0.0215942056        0.0215957468
        1.7570546984        0.1166504611        0.0572320569        0.0257479905        0.0257422000        0.0257372024
        1.8883799599        0.1525003966        0.0675341266        0.0303858586        0.0303800119        0.0303750351
        2.0197052213        0.2021426303        0.0792637204        0.0354674644        0.0354664416        0.0354656145
        2.1510304828        0.2742957005        0.0928498174        0.0413633805        0.0413714676        0.0413783008
        2.2823557443        0.3851649592        0.1084788261        0.0479995540        0.0480042347        0.0480083126
        2.4136810057        0.5733393910        0.1269784069        0.0556726897        0.0556676885        0.0556636317
        2.5450062672        0.9563254002        0.1506527873        0.0646460731        0.0646369035        0.0646304664
        2.6763315287        2.1683557848        0.1834469711        0.0761789535        0.0761784335        0.0761772535
        2.8076567901        2.8934898704        0.1443577532        0.0996376703        0.0996523874        0.0996594982
        2.9389820516        2.3998929501        0.1341215509        0.1115559503        0.1115620394        0.1115602251
        3.0703073131        1.8124113287        0.0922721591        0.0934266225        0.0933564779        0.0933604619
        3.2016325745        4.1152259097        0.3248082473        0.1311147687        0.1311140564        0.1311225874
        3.3329578360        2.1064541719        0.2029096915        0.1126918449        0.1126879886        0.1126885536
        3.4642830974        0.5494955480        0.1423764826        0.1171407344        0.1171461439        0.1171488704
        3.5956083589        0.1630844175        0.1072482561        0.1233738251        0.1233602749        0.1233526818
        3.7269336204        0.0302005898        0.0649001505        0.1299820653        0.1299724596        0.1299670932
        3.8582588818        0.3640416725        0.5965033888        0.1955774259        0.1956105839        0.1956175819
        3.9895841433        0.2377138265        0.5743074368        0.1965437753        0.1965318969        0.1965180866
        4.1209094048        0.2098147025        0.6361582129        0.2098924963        0.2098999974        0.2099032821
        4.2522346662        0.2068146075        0.6227872423        0.2374819981        0.2374668628        0.2374664728
        4.3835599277        0.1925377387        0.7048203360        0.2536314993        0.2536757228        0.2536973002
        4.5148851891        0.2021546351        0.8098218287        0.3108248618        0.3107764083        0.3107738224
        4.6462104506        0.2902557556        0.9475853579        0.4198430665        0.4198617523        0.4198638024
        4.7775357121        0.1176896805        0.4800414776        0.2209218112        0.2209218235        0.2209218238
        4.9088609735        0.0809217132        0.3684620350        0.1742671091        0.1742671357        0.1742671411
        5.0401862350        0.0534110431        0.2945673842        0.1452897439        0.1452897554        0.1452897555
        5.1715114965        0.0337962569        0.2572378182        0.1379076307        0.1379076200        0.1379076115
        5.3028367579        0.0594935557        0.3913737403        0.2164821420        0.2164821758        0.2164821801
        5.4341620194        0.0467117751        0.3427219154        0.1983530386        0.1983530487        0.1983530455
        5.5654872809        0.0347047096        0.3547932584        0.1996166090        0.1996166168        0.1996166099
        5.6968125423        0.0394655302        0.4737138409        0.2507185235        0.2507185349        0.2507185251
        5.8281378038        0.0487155913        0.6569410069        0.3012453638        0.3012453804        0.3012453762
        5.9594630652        0.0297571875        0.4731691873        0.2439949144        0.2439949335        0.2439949263
        6.0907883267        0.0238188317        0.4324463815        0.2154617591        0.2154617830        0.2154617715
        6.2221135882        0.0190891517        0.3954384745        0.1838251007        0.1841440395        0.1839525410
        6.3534388496        0.0152947733        0.3491188287        0.1693816471        0.1698824267        0.1695095222
        6.4847641111        0.0096309456        0.2392928901        0.1466829355        0.1469269733        0.1466047689
        6.6160893726        0.0067362293        0.1836833070        0.1598571135        0.1597601429        0.1596352517
        6.7474146340        0.0060920506        0.2322225356        0.2753872156        0.2755519697        0.2748748812
        6.8787398955        0.0170378714        0.6741833526        0.5382097031        0.5381700925        0.5382472370
        7.0100651570        0.0205269548        0.6709578678        0.5491993846        0.5493726523        0.5493807343
        7.1413904184        0.0239414756        0.6688185266        0.5181891824        0.5181754912        0.5181606675
        7.2727156799        0.0280465389        0.6726606097        0.4591399699        0.4591381821        0.4590514378
        7.4040409413        0.0319684740        0.7230660365        0.4591084264        0.4591124878        0.4589633263
        7.5353662028        0.0366466282        0.7726997726        0.4759573909        0.4757365663        0.4761179680
        7.6666914643        0.0432757011        0.8719315382        0.3927458838        0.3927185831        0.3926576251
        7.7980167257        0.0437539293        0.9308669210        0.3146668811        0.3146671344        0.3146849652
        7.9293419872        0.0440832372        1.4966017073        0.2675708821        0.2675749826        0.2675767126
        8.0606672487        0.0163179261        0.1229920271        0.2314224903        0.2313265138        0.2313311713
        8.1919925101        0.0171471319        0.1275270381        0.2419853672        0.2421009339        0.2420975681
        8.3233177716        0.0182807639        0.1370796172        0.2543164301        0.2541971508        0.2542159262
