# mfp(m) k_l(Wm-1K-1)
1.669829135978166495e-09 4.397809125689824787e-03
1.670085162781189376e-09 4.399577221267405441e-03
1.670191846886649514e-09 4.402079506072082392e-03
1.671026888898970047e-09 4.403882355417500574e-03
1.671189962701406779e-09 4.408178979243923372e-03
1.671282128639739346e-09 4.410148416592292800e-03
1.671944894584451661e-09 4.413915114735745236e-03
1.672003643012153487e-09 4.418401763239738524e-03
1.672020191440229601e-09 4.420767761386622946e-03
1.672623965482706150e-09 4.422841304961493830e-03
1.672642896084364608e-09 4.424806214625006014e-03
1.673150751400097887e-09 4.426666492170151096e-03
1.674127835257273499e-09 4.429949400370895157e-03
1.674208192178757703e-09 4.431860127148450762e-03
1.674777039498351900e-09 4.434793902551334259e-03
1.675082664108262647e-09 4.435169538577613153e-03
1.675087826324990294e-09 4.435890090805594439e-03
1.675651638501030406e-09 4.436742581980727095e-03
1.676031851312493704e-09 4.438232806866831449e-03
1.676201610736567938e-09 4.448989465287625684e-03
1.676595204016426854e-09 4.451103913926825369e-03
1.676646942794819963e-09 4.451606243443617140e-03
1.676800301041770219e-09 4.452956625955366635e-03
1.677318370552243077e-09 4.455101989662857247e-03
1.678083633255137792e-09 4.456719410139578161e-03
1.678202850951112879e-09 4.458777072654002312e-03
1.678400420834658040e-09 4.460669241803463109e-03
1.678418631723770962e-09 4.462452672904038478e-03
1.678440252996855428e-09 4.464598258762909715e-03
1.678508827605799115e-09 4.469386481856579482e-03
1.679808397817625112e-09 4.472197848193163079e-03
1.679863521822445145e-09 4.475233831008869692e-03
1.680693592168118741e-09 4.477234014884980476e-03
1.680955579575168424e-09 4.479338548253514879e-03
1.682084128205114271e-09 4.481512300884418938e-03
1.682961057111038328e-09 4.483158365582995408e-03
1.683010088597018704e-09 4.484060294173189062e-03
1.683413865244301417e-09 4.487026784143687344e-03
1.683854313440214079e-09 4.489447742763497118e-03
1.684277055819953650e-09 4.494369926086572674e-03
1.684562974935020971e-09 4.496895485724326964e-03
1.684719218214222305e-09 4.500252593267820012e-03
1.685401318071266355e-09 4.504563710412077746e-03
1.685570240506654986e-09 4.506699979044925287e-03
1.685760537271359776e-09 4.509658461208400186e-03
1.686015899729431777e-09 4.514597651513865828e-03
1.686170050397097974e-09 4.519179574372035949e-03
1.686337961456830910e-09 4.520934602920338545e-03
1.686487417642934285e-09 4.532059017738458880e-03
1.686995608400173296e-09 4.538720769106650323e-03
1.687946400092727606e-09 4.539545839848108458e-03
1.688176074356466559e-09 4.541224428623061478e-03
1.688714379837480437e-09 4.543365650501144867e-03
1.690229902745563861e-09 4.544800065540519941e-03
1.690508977453159070e-09 4.549736213722056083e-03
1.690932174294947789e-09 4.555725607384809167e-03
1.691270819229432275e-09 4.561143980375048645e-03
1.692024812122263216e-09 4.563211681830606908e-03
1.692463478585401168e-09 4.565272812368300660e-03
1.693582229132571742e-09 4.567115439017457000e-03
1.693783501210768867e-09 4.572711511017880058e-03
1.694692825519469981e-09 4.576237118819275959e-03
1.695345686843915921e-09 4.578113415035773084e-03
1.695384060783707601e-09 4.581229060579244776e-03
1.696051300748240855e-09 4.583378486494533825e-03
1.696600361733969981e-09 4.585732815687835334e-03
1.696604888270059470e-09 4.587604930695383942e-03
1.696923992254034660e-09 4.591586001638781923e-03
1.696947990308334425e-09 4.592036748138895313e-03
1.697590510561956031e-09 4.596205058329199886e-03
1.697745466572498072e-09 4.598607662597639298e-03
1.698056024910849991e-09 4.600700812611437443e-03
1.698111583548932442e-09 4.603866220192329509e-03
1.698493913139927395e-09 4.605864302454950286e-03
1.698757696224111505e-09 4.606888092236838782e-03
1.698838601607750700e-09 4.609475875803141845e-03
1.698942407519311514e-09 4.611674576772252857e-03
1.699290885530042804e-09 4.613606669757372089e-03
1.699375959496829935e-09 4.614355401796338060e-03
1.699416040676094470e-09 4.621752440366251082e-03
1.699573552864094724e-09 4.625143305112443086e-03
1.700222450270613485e-09 4.627055211226903733e-03
1.702176945901525690e-09 4.631394099758581219e-03
1.702203443722204805e-09 4.633633188227017155e-03
1.702218403618517355e-09 4.635766488160647687e-03
1.702246737385320491e-09 4.636460238621071053e-03
1.702493649611371426e-09 4.636738558663827496e-03
1.702580475011986131e-09 4.646415964561566997e-03
1.702594665219806920e-09 4.646849887336153111e-03
1.703062037248172864e-09 4.651871764206247026e-03
1.703198453675936869e-09 4.653571987483231913e-03
1.703493746584412054e-09 4.655552710394124903e-03
1.703532678561124449e-09 4.657768857831728025e-03
1.703552322618955739e-09 4.662449602154779098e-03
1.703632295665937910e-09 4.663247922868695231e-03
1.704004709730747335e-09 4.664031699147109036e-03
1.704906154398999718e-09 4.665379005833957329e-03
1.705038014996653729e-09 4.670824362392190544e-03
1.706668070203701649e-09 4.672734093293018712e-03
1.706853995044629771e-09 4.678213179238518635e-03
1.707522217416923063e-09 4.689586364375398705e-03
1.707974655591919075e-09 4.691513075295182869e-03
1.708501409345224216e-09 4.692405679335767514e-03
1.709356057242194318e-09 4.699843431975602413e-03
1.709471925707745540e-09 4.707125456979881391e-03
1.709771840442822567e-09 4.709307670781142686e-03
1.710760068958871496e-09 4.711420866633155881e-03
1.710777131226380040e-09 4.716107687556952976e-03
1.710965502276484125e-09 4.717104691460131081e-03
1.711410872366175098e-09 4.720831961024118777e-03
1.711696439194308977e-09 4.732039332829809236e-03
1.711856232352085878e-09 4.733803489734359805e-03
1.712184366612383341e-09 4.735789820221342900e-03
1.712676344147292880e-09 4.740160443140259937e-03
1.713543473288380641e-09 4.742351720653864393e-03
1.713821369222115097e-09 4.744257670679196195e-03
1.715030528925121916e-09 4.746483802449915669e-03
1.715855391340734710e-09 4.747970759344283427e-03
1.715891179953993290e-09 4.748201994639008813e-03
1.716041159866921527e-09 4.750969422367655459e-03
1.716159125278985818e-09 4.754901944616073475e-03
1.716409235571600906e-09 4.756940120090482997e-03
1.716417163295338376e-09 4.758271858378251840e-03
1.717381738478680245e-09 4.758572144755082896e-03
1.717561634037818089e-09 4.763545110106866438e-03
1.717680493022235392e-09 4.764669593250248428e-03
1.717819483314538490e-09 4.767011439545996640e-03
1.718790726937762650e-09 4.771798916116884448e-03
1.719107913088793600e-09 4.775439788169675605e-03
1.719277036461723897e-09 4.780883398039208025e-03
1.719481118226645707e-09 4.783673443816694772e-03
1.719791809205346105e-09 4.785750061519294940e-03
1.720079006319191087e-09 4.787342459557305391e-03
1.720124166707282478e-09 4.793116705544415469e-03
1.720342766110975413e-09 4.798428377077929192e-03
1.720432183661135321e-09 4.798589449257747996e-03
1.721360676561391860e-09 4.801161776959107265e-03
1.721531715012779980e-09 4.803839828767875360e-03
1.721997814051056266e-09 4.809326535315867207e-03
1.722102419397057200e-09 4.812041744070561650e-03
1.723065762862303681e-09 4.814339020467463606e-03
1.723406942799272627e-09 4.816022380126007592e-03
1.724149900798096586e-09 4.818297559949232846e-03
1.725007703101666025e-09 4.825341596247820566e-03
1.725331636763085866e-09 4.830236145567118160e-03
1.725642419230361664e-09 4.832806532801758696e-03
1.725865108573458884e-09 4.840381132887416719e-03
1.726067994219067757e-09 4.846068605417205334e-03
1.726685843938897011e-09 4.847658517860608043e-03
1.726700214121391573e-09 4.850777238626461166e-03
1.728225115098582549e-09 4.851077402029894264e-03
1.728601328360252510e-09 4.853117707154627931e-03
1.728613304155893441e-09 4.853193198655871704e-03
1.730139279440904779e-09 4.854977765849889486e-03
1.730584731460127650e-09 4.857431177927622017e-03
1.731493136331482637e-09 4.861971706763750477e-03
1.732829140958806551e-09 4.864164964785652225e-03
1.732867877894666005e-09 4.866306334256971858e-03
1.733026835012976422e-09 4.868579020607367858e-03
1.733037597458127025e-09 4.870962762302403007e-03
1.733839515050740595e-09 4.872738264747164885e-03
1.734072001045434498e-09 4.879024493162578517e-03
1.734911835513214248e-09 4.880727159791199872e-03
1.735067532029461003e-09 4.892176613395879045e-03
1.735799233473478243e-09 4.894424892135241199e-03
1.736273406238413260e-09 4.898440566420345955e-03
1.736331823247785483e-09 4.901088424441410463e-03
1.736439289589094922e-09 4.903012461755803728e-03
1.736740369941441750e-09 4.905656506969182339e-03
1.737603867360615713e-09 4.909778645939387107e-03
1.738219392094487478e-09 4.910979685167664137e-03
1.738435215011202642e-09 4.913104660760935286e-03
1.739349659251599584e-09 4.918408722913292577e-03
1.740558551187352616e-09 4.920222242381109244e-03
1.740622410399439847e-09 4.922407357047855862e-03
1.740812236569243139e-09 4.924469816475148670e-03
1.741914888942012942e-09 4.926543153909286599e-03
1.742180730099674458e-09 4.929420190986193336e-03
1.742416184942793358e-09 4.931630724378932053e-03
1.742699065041610557e-09 4.936498285733737119e-03
1.743118609478793378e-09 4.940335735800644931e-03
1.743320857749264341e-09 4.948226340882160186e-03
1.744086307545636034e-09 4.950053458461934480e-03
1.744330876012948610e-09 4.950923691514757218e-03
1.744588350079526966e-09 4.953452132771194762e-03
1.745537268917792771e-09 4.956022497406330565e-03
1.746920286708291674e-09 4.957159712810162502e-03
1.747026818131710237e-09 4.959296827493622425e-03
1.747269662610053280e-09 4.961579932718693763e-03
1.748390863590735931e-09 4.963720324648397166e-03
1.748451986099723542e-09 4.965904967288350264e-03
1.748735881626738926e-09 4.970012631340795829e-03
1.749081324730819020e-09 4.974879191604623420e-03
1.749192637012468482e-09 4.978721569260282330e-03
1.750011120253881235e-09 4.980343591972830920e-03
1.751653727935253705e-09 4.981332171929316911e-03
1.751881861288524228e-09 4.993170413696592508e-03
1.753031004742538095e-09 4.995541180440074384e-03
1.753344351366859101e-09 5.000781041599813154e-03
1.753803056036804252e-09 5.003144482647953022e-03
1.754997334722045246e-09 5.004861976708061856e-03
1.755257677951070935e-09 5.007196407046920691e-03
1.755880473036366993e-09 5.009289591761311063e-03
1.756342970924333133e-09 5.012035118309819161e-03
1.756760126768107327e-09 5.014330599215398657e-03
1.756840391827105679e-09 5.016447936355916681e-03
1.756952088663009800e-09 5.018814122692448129e-03
1.757705909951158399e-09 5.024065543134623515e-03
1.757835599623874611e-09 5.027117170581132770e-03
1.758419331033072615e-09 5.029258739651819819e-03
1.759241518696089315e-09 5.031061661936625171e-03
1.759732506579218044e-09 5.031747155879244884e-03
1.759832655561183368e-09 5.034841146639176465e-03
1.760108121360374964e-09 5.037505794555742662e-03
1.760419029019339362e-09 5.039804495728442829e-03
1.760967470103286600e-09 5.042537808302597312e-03
1.762166070146668836e-09 5.043630362896267191e-03
1.762186774583931768e-09 5.049553907206452349e-03
1.762380815356145590e-09 5.054617890533481990e-03
1.763439825646737581e-09 5.058240226672145769e-03
1.764884015654793699e-09 5.062504845532996706e-03
1.765051987870311837e-09 5.064098254562541569e-03
1.765526646887672943e-09 5.066351922663292311e-03
1.766401884885096591e-09 5.068802496098272561e-03
1.766739708707845647e-09 5.070980610698157948e-03
1.766884962475929802e-09 5.076253291377880346e-03
1.767181352747345066e-09 5.078586525331986630e-03
1.767193412331880738e-09 5.080493634184049187e-03
1.767486415465174032e-09 5.086355797328021185e-03
1.768455641937723036e-09 5.098434023862066615e-03
1.769092198040813431e-09 5.098598621008952787e-03
1.769856388268555234e-09 5.100949909355589548e-03
1.769912844868229610e-09 5.103230914912586062e-03
1.770160261596457276e-09 5.105521550486748217e-03
1.770215927350680477e-09 5.108397135510297192e-03
1.770420069552349369e-09 5.110567373141834159e-03
1.770780334105110832e-09 5.118014992206865871e-03
1.772242149089625631e-09 5.118322638429650961e-03
1.772894233187161528e-09 5.120931368170079066e-03
1.772942441837599922e-09 5.122816764536484123e-03
1.774750772334275787e-09 5.124870007998303528e-03
1.775577685038220615e-09 5.126966082297820630e-03
1.776680667351240910e-09 5.129437973252659599e-03
1.776857161564272538e-09 5.132189561617154366e-03
1.777019654741472707e-09 5.134202287792412334e-03
1.777790849400495042e-09 5.138014891030809675e-03
1.777799585542605578e-09 5.143998618986283557e-03
1.777854258066689867e-09 5.149336324795118769e-03
1.777861771725790262e-09 5.152160969092218178e-03
1.777867185851226914e-09 5.154651883586999252e-03
1.778095704343383500e-09 5.155698308788725717e-03
1.778175899162553136e-09 5.158595178088241397e-03
1.778299936963075133e-09 5.161061674981765567e-03
1.778494363836506189e-09 5.162263453327057584e-03
1.778656693364340707e-09 5.164734203196546213e-03
1.779631711724627481e-09 5.170122186974369233e-03
1.779691509186997458e-09 5.175614384860703458e-03
1.780128531585311497e-09 5.177599710487521857e-03
1.780276018823528344e-09 5.179948632304238673e-03
1.780890977681654550e-09 5.182351904093563874e-03
1.781059740797844166e-09 5.188268173473182220e-03
1.781399996692906755e-09 5.193199348595013004e-03
1.781423286893546795e-09 5.196251057152709470e-03
1.781618018202229816e-09 5.198390751089060520e-03
1.781966106752576224e-09 5.203062088712828367e-03
1.782814461144762323e-09 5.205340616448224204e-03
1.783287508093237250e-09 5.207423102620885834e-03
1.783682588066170372e-09 5.209779872200772863e-03
1.784365891566250985e-09 5.215008563597215915e-03
1.784716930306054747e-09 5.219202149369988643e-03
1.784836008706755867e-09 5.219858658143020080e-03
1.785484374910078715e-09 5.225081100658170510e-03
1.785941954210025206e-09 5.228473633885460589e-03
1.786539143324310059e-09 5.230193360564772652e-03
1.787890838802597059e-09 5.232542296948363217e-03
1.788500206519184569e-09 5.232853814339358083e-03
1.789259786009048736e-09 5.235771457758778107e-03
1.789642098885752231e-09 5.238314968646938692e-03
1.789791539247154298e-09 5.240379839149532717e-03
1.790119879465511974e-09 5.244161392386081748e-03
1.790544245034448858e-09 5.246199334719202009e-03
1.791425317167425378e-09 5.248622363481976819e-03
1.791494334020195218e-09 5.250599589662780300e-03
1.791945433049081531e-09 5.252655625909708782e-03
1.792416431366752510e-09 5.253743893906353407e-03
1.793250378622349739e-09 5.255893005770713097e-03
1.793653189337726578e-09 5.257299606863968799e-03
1.793902448333989729e-09 5.260198064620982827e-03
1.794214870116532721e-09 5.263120098418326911e-03
1.794326208819943950e-09 5.268790825561662193e-03
1.795602490127889578e-09 5.271206218207221024e-03
1.795654851213232208e-09 5.273967805040566392e-03
1.796810244363267878e-09 5.279511268034846674e-03
1.797224596766050895e-09 5.279949477284721221e-03
1.797758602379523763e-09 5.281973409244037666e-03
1.797913587984272015e-09 5.287617543113214656e-03
1.798295659010605946e-09 5.289724384704764561e-03
1.798508272532794955e-09 5.290700075476282953e-03
1.799152165859441860e-09 5.292211545893092672e-03
1.799362352000703405e-09 5.296538827158361711e-03
1.799594869519365431e-09 5.302027506574994581e-03
1.799902609147485124e-09 5.304276553763485717e-03
1.800355589453934005e-09 5.309863523627163934e-03
1.801005462800459264e-09 5.312114859566793336e-03
1.801147608032726309e-09 5.314122840469724315e-03
1.801490032235843015e-09 5.316749304718119615e-03
1.801544707950680358e-09 5.319785107276257807e-03
1.801562890118945245e-09 5.324097417035318462e-03
1.801812238936198434e-09 5.326032819226027802e-03
1.802099909729718966e-09 5.328381416555807298e-03
1.802165571691265791e-09 5.331058587669331231e-03
1.802371472656672088e-09 5.336302766772614385e-03
1.802734902048809278e-09 5.338258220065904107e-03
1.802941941057520158e-09 5.343908600355648519e-03
1.803003189671596912e-09 5.344963119036789424e-03
1.803151030019761097e-09 5.347182441323469759e-03
1.803509319171401579e-09 5.352134690471133972e-03
1.803663144788319315e-09 5.354467340388983400e-03
1.803887655873431030e-09 5.355507982962705825e-03
1.803926007992505036e-09 5.357778880782105776e-03
1.804008443118640416e-09 5.358744439109254520e-03
1.805187155565984366e-09 5.361096787048448206e-03
1.806360699535205736e-09 5.363337442959890261e-03
1.806813907581365800e-09 5.366238323388105962e-03
1.806888012729566546e-09 5.371581932423644644e-03
1.807410881910916315e-09 5.374886821090740265e-03
1.807771431912543541e-09 5.377277832248613526e-03
1.808400726414819133e-09 5.382524112878132698e-03
1.809250290265107439e-09 5.385041388407786969e-03
1.809585883083637096e-09 5.387252208500449037e-03
1.810422842125642701e-09 5.398214659019853583e-03
1.810692279733587358e-09 5.401450604831077931e-03
1.811177280741295511e-09 5.413779041542460084e-03
1.811390891123886288e-09 5.416095301186714568e-03
1.811472375185631823e-09 5.422133515779054003e-03
1.811722484694948644e-09 5.426503850473260449e-03
1.812330305240333088e-09 5.427194717008717792e-03
1.812549772555490048e-09 5.429399820625107481e-03
1.812788808995345280e-09 5.431896595582454308e-03
1.813566641625063417e-09 5.434333966920258663e-03
1.813693691587957096e-09 5.436947517911897530e-03
1.813839872848552626e-09 5.439125207573339109e-03
1.814601332175668490e-09 5.440480931462643270e-03
1.814649415751721800e-09 5.443288864613597851e-03
1.814814996631547255e-09 5.445439708237254268e-03
1.815058960532653707e-09 5.447941676388667713e-03
1.815595827742179965e-09 5.450351738035555393e-03
1.815900828343077701e-09 5.452290452080350847e-03
1.815980738870147753e-09 5.455135092064192052e-03
1.816442485201632090e-09 5.457384475730133258e-03
1.816852777044084313e-09 5.459899942454572545e-03
1.817149933721146612e-09 5.461889176607645328e-03
1.817747332514333915e-09 5.464409872316187099e-03
1.818130877391989896e-09 5.468645004821167180e-03
1.818490581947829699e-09 5.470832200915478824e-03
1.819169885625065482e-09 5.474312189096303127e-03
1.819998832169647681e-09 5.476928759974812079e-03
1.820100430879661711e-09 5.479474710156214019e-03
1.820607107963929800e-09 5.482001931090429818e-03
1.821735422781101187e-09 5.482720759257377410e-03
1.821797714227421488e-09 5.484969720633778474e-03
1.821824322780132153e-09 5.487466874498905453e-03
1.821932525162671181e-09 5.489862100711319359e-03
1.821958075018141508e-09 5.491344801596845758e-03
1.822391422321159032e-09 5.494301559506989396e-03
1.822466218076252239e-09 5.496478296156973031e-03
1.822591484020669138e-09 5.503818210127095142e-03
1.822797676319302449e-09 5.509258837855789473e-03
1.823027736021532490e-09 5.511645425667555803e-03
1.823785976950605337e-09 5.514225726212407253e-03
1.824057688131697664e-09 5.519661725469417538e-03
1.824280567121594365e-09 5.522107080379290087e-03
1.824703820008433699e-09 5.527982062348696379e-03
1.825284207531863933e-09 5.530312429702032538e-03
1.825520623118232878e-09 5.532451865261808245e-03
1.826023661710436870e-09 5.534550256589983695e-03
1.826154105519789266e-09 5.535435551963943310e-03
1.826406898045310740e-09 5.537633315281099110e-03
1.826736224640918494e-09 5.540150765575177667e-03
1.826799704524597142e-09 5.543547708581061245e-03
1.826941658195870955e-09 5.546031173433357830e-03
1.827140517038130097e-09 5.548561764023376280e-03
1.827161583738615383e-09 5.551051689999055710e-03
1.827354809029745705e-09 5.553965836380534392e-03
1.827645056846473702e-09 5.557843465925106467e-03
1.827945263921179444e-09 5.560580480829662407e-03
1.828082881383738507e-09 5.565658888755411517e-03
1.829075107702546161e-09 5.572322804607606449e-03
1.829093302022203848e-09 5.578170701612301594e-03
1.829401513391942420e-09 5.582494946912838416e-03
1.829763327420601707e-09 5.588712982761810319e-03
1.830087316973991638e-09 5.594476558750120093e-03
1.830435101925974900e-09 5.596979983762062454e-03
1.830962319564788897e-09 5.599178380441815865e-03
1.831874209079559262e-09 5.603705330770274509e-03
1.833220629669448409e-09 5.610134766517690594e-03
1.833861291888572940e-09 5.612665318554358428e-03
1.834035452306633881e-09 5.618600377796463020e-03
1.834692207303152273e-09 5.625942594029999765e-03
1.834753760834201615e-09 5.628458422719784769e-03
1.834906963662119989e-09 5.629531225546654388e-03
1.835445912328703763e-09 5.632407949784685661e-03
1.835464782777806688e-09 5.634179244298802985e-03
1.836078647923646294e-09 5.639686067427819062e-03
1.836959882052046622e-09 5.642176003704450424e-03
1.837085784933799962e-09 5.644803849113641699e-03
1.837201095871996888e-09 5.646935485571071694e-03
1.837201616284464131e-09 5.653527336550692034e-03
1.837854212378156829e-09 5.654408046010968129e-03
1.837952890793831273e-09 5.657559752890498582e-03
1.838116476766108125e-09 5.659841502725858862e-03
1.838211271171124457e-09 5.667059900686206506e-03
1.838383569827299986e-09 5.671557805790167044e-03
1.838881538367412854e-09 5.673793783010759421e-03
1.839332512380919979e-09 5.676594285357849413e-03
1.839409598091819476e-09 5.682440386194258404e-03
1.839541990889046704e-09 5.686330489640898864e-03
1.839896654447147131e-09 5.688865427631552979e-03
1.840130703834842561e-09 5.689788521478034676e-03
1.840173176277295538e-09 5.692304739267544343e-03
1.840501665075059275e-09 5.694596160578307281e-03
1.840537411214070332e-09 5.697173598835252907e-03
1.840751888007145322e-09 5.709930330648725627e-03
1.841089422154265139e-09 5.712477403490259960e-03
1.841996263723629354e-09 5.714992301761317658e-03
1.843274225297553707e-09 5.718080257221007032e-03
1.843621057192428910e-09 5.721123282064348274e-03
1.844560654572874340e-09 5.723108317927352168e-03
1.844678080829957676e-09 5.724909157002225704e-03
1.844763544175180698e-09 5.725302633644507345e-03
1.845476694272394957e-09 5.727485834990825656e-03
1.847122076621234468e-09 5.733926749664134889e-03
1.847440789253684342e-09 5.736273526716983463e-03
1.847539025302194628e-09 5.740907028384316553e-03
1.847848894552190393e-09 5.742963612656323477e-03
1.848675750561139020e-09 5.744922515302493780e-03
1.848924033910470728e-09 5.749910249207473671e-03
1.849292696649572099e-09 5.752660641189074643e-03
1.850758014929359267e-09 5.758342717819204745e-03
1.850954467295359239e-09 5.760740309135012165e-03
1.851180539107946650e-09 5.763757320255754636e-03
1.851372383840046657e-09 5.765950193065538971e-03
1.852448900298437882e-09 5.768475377847270304e-03
1.853303609564296419e-09 5.769232765420413689e-03
1.855362352068083690e-09 5.771663470254904255e-03
1.855603862212009908e-09 5.777385458335910356e-03
1.855826805855519744e-09 5.779871990715743611e-03
1.856225688388954027e-09 5.786884343941953862e-03
1.856872591254620795e-09 5.789300158025374732e-03
1.856877714354365223e-09 5.790893193216825434e-03
1.857030435415126299e-09 5.793762824642981549e-03
1.857441382081917746e-09 5.796358467232903128e-03
1.857546375360478428e-09 5.799141246487012069e-03
1.857880168659583939e-09 5.801820199902578065e-03
1.858010738334863988e-09 5.806586968881682215e-03
1.859478131417990247e-09 5.812233396700235144e-03
1.860780417984939295e-09 5.818184468554198595e-03
1.860937349761244211e-09 5.823051443840114062e-03
1.861733687749769541e-09 5.824935485897050728e-03
1.861806330992525532e-09 5.827666122832395740e-03
1.862478951192675371e-09 5.829454295041357204e-03
1.863285669201586278e-09 5.835598624942721704e-03
1.863680026757121384e-09 5.838233005975591514e-03
1.863714867098343417e-09 5.839540839309249540e-03
1.864493930829009480e-09 5.841958931355245924e-03
1.864762677376963983e-09 5.846514238923874313e-03
1.864956704697576816e-09 5.849090805417535982e-03
1.865080892711474442e-09 5.851561342368983773e-03
1.865104766063466543e-09 5.854619581993995674e-03
1.866073120181783063e-09 5.855377018598104111e-03
1.866201761559600665e-09 5.859386854270409901e-03
1.867396665591077949e-09 5.862499351188464776e-03
1.867540388062913224e-09 5.865234558488622955e-03
1.868137550830223156e-09 5.870495219179393265e-03
1.868230882827408449e-09 5.875522517583658434e-03
1.868895364819402856e-09 5.880540519042678702e-03
1.869796057433392274e-09 5.883227180789897363e-03
1.869812835182771856e-09 5.888725411398297409e-03
1.871458064513286960e-09 5.891377816349388855e-03
1.871567786800940047e-09 5.893965073548459999e-03
1.871859544551277396e-09 5.897135555972115098e-03
1.872058194686057836e-09 5.899822136855135610e-03
1.872262215343894082e-09 5.904578779743454436e-03
1.872310099782930592e-09 5.905665345352662313e-03
1.872440132430108325e-09 5.912074675900951329e-03
1.872464470081007682e-09 5.914454546923113981e-03
1.872722997255125056e-09 5.927582183258978121e-03
1.873614717402696759e-09 5.930007653391840793e-03
1.873910025365257939e-09 5.937442119864823169e-03
1.873989170416773589e-09 5.939701328828575835e-03
1.874390374182820304e-09 5.945804968931070640e-03
1.874459695016253007e-09 5.946892214390722686e-03
1.874586167010185388e-09 5.952421285361741456e-03
1.874904631160509538e-09 5.958415700969644201e-03
1.875584082891421234e-09 5.963982421458448487e-03
1.876148649322894314e-09 5.966931519181936129e-03
1.877104998698533465e-09 5.967837677592040778e-03
1.877251804303842710e-09 5.972552218917268757e-03
1.877350820706792196e-09 5.973871113437299006e-03
1.877648245673422174e-09 5.979619645999212710e-03
1.877767091275253062e-09 5.984849364293639076e-03
1.879176353628482550e-09 5.988951556302389741e-03
1.879241027030017992e-09 5.994775692616437224e-03
1.879360036000125325e-09 5.996943129903421592e-03
1.880199281563111497e-09 6.001179135033750389e-03
1.880812093506144660e-09 6.014451541915171243e-03
1.881836109920901296e-09 6.020905574481941192e-03
1.881876388006730849e-09 6.027118760041531159e-03
1.881937393323813091e-09 6.031214520352302932e-03
1.882233506764712726e-09 6.037871237920667752e-03
1.882684783459981266e-09 6.040375632529387112e-03
1.883547955641498277e-09 6.045189010159148120e-03
1.884616115289120111e-09 6.051873004697211518e-03
1.885357646001311174e-09 6.054340891033294959e-03
1.886520201706933389e-09 6.064125241634655931e-03
1.887390644845320030e-09 6.069540431293114942e-03
1.887423944407513873e-09 6.073207144015746115e-03
1.887772420591535894e-09 6.075819799363362493e-03
1.888392586825990208e-09 6.078447700964857182e-03
1.888523007290889585e-09 6.080961427067680877e-03
1.888657387253102060e-09 6.083580106807470744e-03
1.889023696092819922e-09 6.088712116796004756e-03
1.889411996384221705e-09 6.095163080183237450e-03
1.889520514722292126e-09 6.096049009684531908e-03
1.890052792469609678e-09 6.099678092072251603e-03
1.890428082383311434e-09 6.103033624499916085e-03
1.890434804631010711e-09 6.105168153672778722e-03
1.890605020314297710e-09 6.105969999937510551e-03
1.890696830503137817e-09 6.115451079097598309e-03
1.891082054734005807e-09 6.118442103436438212e-03
1.891245961475333546e-09 6.121075295548529353e-03
1.891760186008934927e-09 6.123398279887852860e-03
1.891770577139475099e-09 6.125603434518922009e-03
1.891925498840019722e-09 6.129483294760274155e-03
1.892710020345176532e-09 6.132032929157647458e-03
1.893059622271612951e-09 6.134391789745940841e-03
1.893179126604257243e-09 6.137847903178024651e-03
1.893565938679678103e-09 6.140230690907434556e-03
1.893658831059258761e-09 6.145339126298722879e-03
1.893967715319517621e-09 6.146502259491723116e-03
1.894684606163427108e-09 6.146932350827444269e-03
1.895603251155324559e-09 6.147790678244210126e-03
1.896581476011455913e-09 6.150115876050240432e-03
1.897060704945683391e-09 6.153189847304604831e-03
1.898306251835928483e-09 6.156196726526245479e-03
1.899223570434559711e-09 6.158905101725938545e-03
1.899444112190686228e-09 6.162928077048251269e-03
1.899484649493552025e-09 6.171108924871612257e-03
1.899983564122204565e-09 6.173192004392996472e-03
1.900500016377198197e-09 6.177365883455202857e-03
1.901373809975473511e-09 6.179842665914730103e-03
1.901594887627645500e-09 6.182510135040916385e-03
1.901869376101754921e-09 6.185169918776454133e-03
1.902068703379633157e-09 6.187519212480943262e-03
1.902098270996266074e-09 6.189677124405144372e-03
1.902526158275980966e-09 6.198826280092377405e-03
1.903616953391915259e-09 6.203581929743529240e-03
1.903711335968630241e-09 6.206255614981532644e-03
1.903978627026504252e-09 6.208997064943961620e-03
1.903986746942470336e-09 6.211211869449858800e-03
1.905248857220615757e-09 6.215021829966925308e-03
1.905538606735653959e-09 6.217921698643303317e-03
1.905910476366539424e-09 6.220132265655924954e-03
1.907026964281487970e-09 6.220591471498390819e-03
1.907974096133063030e-09 6.223333424103296048e-03
1.908218435869702256e-09 6.224378900454830520e-03
1.908552007177427365e-09 6.226920756669910260e-03
1.909101155897632237e-09 6.228757971847504078e-03
1.910001824115644647e-09 6.234737261444821266e-03
1.910138119781283192e-09 6.235656734340106963e-03
1.910143645444216034e-09 6.239882886780021357e-03
1.910577641175058932e-09 6.245992656406431504e-03
1.911015836564001297e-09 6.248128486998111471e-03
1.911100377150915124e-09 6.250738870115622389e-03
1.911655528231614549e-09 6.256845860288920425e-03
1.912468335685672179e-09 6.259276714175429981e-03
1.912711696531688177e-09 6.259657927335279815e-03
1.912925991386117362e-09 6.264414380680572401e-03
1.913741209606195713e-09 6.267218099356768220e-03
1.914048023759550662e-09 6.269778115815309756e-03
1.914646582242018732e-09 6.271136061891897928e-03
1.914838305416447155e-09 6.276120793294116644e-03
