# mfp(m) k_l(Wm-1K-1)
2.597032526510248717e-08 1.570684597063214172e+00
2.597348695991732570e-08 1.570862457478927832e+00
2.597394357149704692e-08 1.571039400812817011e+00
2.597572068335249628e-08 1.571202535264023314e+00
2.597744020184989644e-08 1.571566784495119551e+00
2.598387562596327672e-08 1.571856084087233763e+00
2.598536911814139857e-08 1.572121232164902516e+00
2.598699635523921082e-08 1.572177524829045048e+00
2.598726453374704296e-08 1.572444244868529850e+00
2.599184986022547242e-08 1.572775113958526427e+00
2.599378845342361181e-08 1.573037524238539708e+00
2.599620040241740325e-08 1.573297541935440025e+00
2.599928459182315236e-08 1.573587322133900290e+00
2.600081197687075157e-08 1.573765532128432731e+00
2.600304299680590339e-08 1.574042358299366118e+00
2.600364244385888387e-08 1.574260252410166538e+00
2.600801719410008056e-08 1.574463196794160913e+00
2.600827626182941058e-08 1.574796008380637158e+00
2.600869677434873294e-08 1.574991025679433720e+00
2.601568972454546783e-08 1.575083168565270419e+00
2.601786088350803569e-08 1.575241828051728410e+00
2.602077645236894361e-08 1.575506106502488013e+00
2.602109086589809560e-08 1.575882798128601658e+00
2.602145034091524970e-08 1.576145292257851604e+00
2.602201024513536452e-08 1.576385585758182328e+00
2.602401306936179376e-08 1.576573188968732886e+00
2.602436531544033292e-08 1.576942199287129309e+00
2.602490829256428354e-08 1.577109589402808432e+00
2.602720413674841450e-08 1.577456024945412372e+00
2.602747921198581659e-08 1.577513824752767801e+00
2.602970616684446143e-08 1.577878330716034672e+00
2.603303247832422606e-08 1.578136609464190654e+00
2.603419572851018063e-08 1.578285059905765175e+00
2.603670541522770905e-08 1.578432641158642236e+00
2.603903340259932557e-08 1.578476522323227771e+00
2.603994496648314376e-08 1.578660024364827219e+00
2.604098075529183275e-08 1.578978377130024757e+00
2.604716810011342025e-08 1.579152435005270361e+00
2.604902315854966647e-08 1.579291386991070523e+00
2.604917753095870270e-08 1.579436099455352904e+00
2.604977853601342442e-08 1.579489543278200125e+00
2.605115983110381493e-08 1.579558143053951369e+00
2.605153433452039703e-08 1.579918140924753356e+00
2.605271334478316597e-08 1.580107734370681305e+00
2.605608035835012374e-08 1.580400129399252007e+00
2.605993213899858103e-08 1.580671307473117126e+00
2.606304224072495705e-08 1.580964500774994841e+00
2.606453870981184337e-08 1.581133071922108391e+00
2.606459902781085777e-08 1.581203771557085247e+00
2.606494327586129371e-08 1.581262678170588742e+00
2.606638148104068035e-08 1.581341436811010581e+00
2.606664010284629921e-08 1.581469455680141856e+00
2.607061743024750299e-08 1.581830931281883013e+00
2.607085547140591892e-08 1.581996689142236567e+00
2.607947303776727678e-08 1.582257241428489447e+00
2.608980382597057380e-08 1.582555212632634545e+00
2.609198475871721368e-08 1.582640343510810732e+00
2.609407060774374852e-08 1.583012456757006303e+00
2.609534650289392050e-08 1.583217964368920816e+00
2.609971883342448107e-08 1.583374669041561100e+00
2.610314457903700855e-08 1.583557476494741989e+00
2.610638216258095806e-08 1.583601976445754289e+00
2.610838906599280628e-08 1.583875449808266556e+00
2.611389955767556939e-08 1.584053978454491585e+00
2.612162182021863919e-08 1.584249747058070312e+00
2.612599761902173060e-08 1.584521465576354204e+00
2.612676172612080014e-08 1.584773217512716048e+00
2.612961440716087532e-08 1.584843310618778478e+00
2.613078990632168984e-08 1.585018168802803329e+00
2.613531748205463332e-08 1.585181477451674592e+00
2.613607982902378465e-08 1.585385104484490881e+00
2.613630180083016524e-08 1.585587574824286916e+00
2.613974231476870439e-08 1.585970918807590113e+00
2.614392813353945833e-08 1.586009955833617147e+00
2.614760888471916136e-08 1.586346698959161916e+00
2.614774377000558198e-08 1.586604598777651809e+00
2.615555910637192727e-08 1.586806212783616443e+00
2.615651126917963613e-08 1.587091313536277415e+00
2.616156783565371198e-08 1.587296107876594142e+00
2.616327427029774465e-08 1.587445751107902092e+00
2.616418861733119983e-08 1.587712278698532264e+00
2.616574865479040571e-08 1.588020887166453399e+00
2.616675793377138152e-08 1.588232625591601055e+00
2.616988223601206988e-08 1.588593404593681369e+00
2.617635533219857911e-08 1.588729461505472118e+00
2.617686908272236393e-08 1.589022918962550657e+00
2.617832677377637231e-08 1.589200957983700757e+00
2.617887222718567926e-08 1.589489404462983702e+00
2.618150682860508091e-08 1.589595596680936085e+00
2.618622965954109652e-08 1.589783621125722357e+00
2.618743003693618482e-08 1.589833987078934863e+00
2.619704788354065427e-08 1.590017808802833166e+00
2.619745416871051570e-08 1.590204459027749984e+00
2.619866109282735284e-08 1.590358191231851848e+00
2.620020128959004052e-08 1.590564109639503343e+00
2.620114953403645446e-08 1.590933625915894378e+00
2.620175764490750389e-08 1.591082171421748237e+00
2.620510710096876891e-08 1.591174202772964064e+00
2.620671829678623347e-08 1.591462434598361675e+00
2.620820719451215496e-08 1.591653466642246606e+00
2.620942709137740523e-08 1.591855913861975225e+00
2.621143751882432895e-08 1.591918627145385123e+00
2.621221555929568213e-08 1.592101046349107429e+00
2.621420135174572118e-08 1.592239611240205299e+00
2.621499652727916329e-08 1.592543696790472030e+00
2.621676505840832185e-08 1.592835794260903048e+00
2.622973302003426303e-08 1.593119908040155241e+00
2.623012598527495864e-08 1.593442545623275253e+00
2.623114727663249915e-08 1.593628823787241355e+00
2.623865896778723914e-08 1.593847491123801863e+00
2.623955212743371290e-08 1.594037206512258997e+00
2.624131343507007288e-08 1.594081056112769401e+00
2.624201613982983953e-08 1.594407512422429507e+00
2.624395886775208101e-08 1.594793904990077893e+00
2.624681500077659418e-08 1.594908685267311110e+00
2.624776679302508697e-08 1.595011228339897169e+00
2.624801242728809135e-08 1.595286042108315927e+00
2.625017616707258354e-08 1.595581692382177730e+00
2.625145842604460396e-08 1.595679314093105150e+00
2.625374863589542060e-08 1.595871047171533608e+00
2.625558747334207604e-08 1.595935102301227593e+00
2.625641809128666762e-08 1.596310785379038810e+00
2.625644334969488801e-08 1.596677821051287749e+00
2.626200581211592855e-08 1.596860216513769526e+00
2.627269809742909069e-08 1.597129600302660268e+00
2.627273188062537730e-08 1.597495394842621153e+00
2.627294684414792564e-08 1.597669927804846290e+00
2.627681977311402921e-08 1.597769989213582598e+00
2.627783187009433362e-08 1.598124488056892778e+00
2.627819024837824033e-08 1.598388283365224316e+00
2.627939776871613943e-08 1.598613779177880057e+00
2.629141871303008958e-08 1.598909613668954011e+00
2.629294402991006474e-08 1.599282972892621890e+00
2.629775046153661752e-08 1.599657870839001905e+00
2.629787944012592890e-08 1.600017608361343102e+00
2.629794001182511500e-08 1.600212480286355543e+00
2.630078383755151724e-08 1.600304523636150389e+00
2.630196709552347121e-08 1.600577283769843095e+00
2.630206805317466846e-08 1.600850184152955658e+00
2.630285335631556311e-08 1.601218260027364115e+00
2.630289022753212312e-08 1.601439353168648605e+00
2.630352605808222339e-08 1.601467404864499011e+00
2.630580123062007587e-08 1.601670640274468482e+00
2.631075025745857884e-08 1.601722722646132580e+00
2.631176698122299626e-08 1.602013451327279903e+00
2.631360448256915505e-08 1.602178035494981501e+00
2.631975708923038678e-08 1.602564337639080794e+00
2.632036115910831262e-08 1.602777690384558307e+00
2.632435399017497535e-08 1.603066186909189339e+00
2.632734425048878051e-08 1.603243886660744133e+00
2.632955235929005249e-08 1.603383428356459861e+00
2.633466836531767423e-08 1.603493964845738473e+00
2.633553548688829150e-08 1.603548280540693760e+00
2.633860362727818438e-08 1.603735523373173599e+00
2.634068124698343036e-08 1.603983762612237296e+00
2.634286213003745302e-08 1.604402776611282500e+00
2.634356025072646687e-08 1.604563559029059228e+00
2.634509107098468415e-08 1.604935975760478861e+00
2.635111097528328197e-08 1.605117195075326242e+00
2.636020060702315405e-08 1.605913744791181763e+00
2.636207495342276219e-08 1.606094525436317699e+00
2.636579944552109069e-08 1.606138597533898649e+00
2.636839874740704238e-08 1.606358291082364831e+00
2.636873705753013858e-08 1.606654139534547943e+00
2.636922156336109082e-08 1.607013084156728722e+00
2.637076469046417699e-08 1.607423910772265430e+00
2.637298158046538677e-08 1.607513216873243334e+00
2.637314851470803230e-08 1.607852735839506053e+00
2.637340132363137337e-08 1.608141789835789481e+00
2.637450546468716247e-08 1.608426368911062276e+00
2.637562377548108610e-08 1.608606355480225680e+00
2.637614459043577100e-08 1.608757206228109249e+00
2.637744287537441539e-08 1.609027625045901244e+00
2.637864987844893748e-08 1.609245874311635349e+00
2.638420020156409680e-08 1.609634196343040502e+00
2.638663838440304022e-08 1.609770078154839190e+00
2.638856116666841775e-08 1.610053836575880304e+00
2.639771829488250527e-08 1.610180957449037331e+00
2.639966886517149760e-08 1.610538511521204308e+00
2.640309750816340036e-08 1.610737216211878264e+00
2.640446423270230937e-08 1.611067325933754457e+00
2.640459525137275723e-08 1.611390932383155450e+00
2.640856375222146054e-08 1.611602954059486725e+00
2.641035758741118897e-08 1.611916870901955789e+00
2.641059212406540848e-08 1.612129232696444481e+00
2.641148881908872229e-08 1.612531089917830007e+00
2.641332711403583197e-08 1.612847378201963000e+00
2.642426815573568445e-08 1.613049661286017011e+00
2.642526546955446312e-08 1.613153834433662670e+00
2.642571655805807853e-08 1.613436306834864720e+00
2.642633075295898378e-08 1.613735165796361226e+00
2.642862081580347040e-08 1.613922842095731447e+00
2.643138043730293964e-08 1.614204429877980518e+00
2.643146382446247614e-08 1.614569663584324744e+00
2.643249308864515085e-08 1.614670433581232301e+00
2.643761059973110328e-08 1.614829988690048790e+00
2.643856948481441263e-08 1.615046664398805065e+00
2.644152560199754237e-08 1.615418835431502664e+00
2.644324522394272234e-08 1.615670959966494680e+00
2.644715022230556719e-08 1.615858904231923798e+00
2.644961798563285803e-08 1.616046145026144298e+00
2.645026529090973387e-08 1.616212055597264996e+00
2.645140231210415436e-08 1.616276982418787034e+00
2.645666002694709003e-08 1.616498267778925690e+00
2.645922768857426042e-08 1.616783995999987233e+00
2.645935120551822279e-08 1.616912833603204813e+00
2.646170101180235819e-08 1.617292888068079693e+00
2.646228196188583303e-08 1.617605254238905665e+00
2.646789611673073123e-08 1.617694262347983081e+00
2.646895734897717044e-08 1.617983337441776692e+00
2.647009893458935625e-08 1.618266035063145258e+00
2.647070566746944133e-08 1.618447069096864421e+00
2.647632212707952760e-08 1.618830318829214132e+00
2.647729752435736876e-08 1.619104453413108269e+00
2.648126563733526942e-08 1.619479072057723457e+00
2.648173732880409235e-08 1.619758855450072366e+00
2.648173915903673368e-08 1.619956920212139551e+00
2.648176031921522681e-08 1.620025071313904164e+00
2.648375524343870380e-08 1.620376755282558534e+00
2.648516996912419640e-08 1.620487359553332007e+00
2.649168682296017403e-08 1.620726213175933683e+00
2.649287139258352817e-08 1.621023936348201300e+00
2.649490293622104838e-08 1.621397356740176487e+00
2.650577716144874896e-08 1.621783756865101900e+00
2.650877014421703279e-08 1.622188852412115523e+00
2.651124766435740564e-08 1.622405812180632179e+00
2.651279820772546898e-08 1.622457450223253606e+00
2.651348550955364308e-08 1.622636850403450959e+00
2.651510100186406669e-08 1.622730795231255518e+00
2.652109316249546524e-08 1.622985208038917104e+00
2.652172093771233829e-08 1.623192733215875094e+00
2.652537993504498362e-08 1.623450991914612285e+00
2.652682398331833135e-08 1.623827162915056910e+00
2.653006800537411485e-08 1.623959615404825918e+00
2.653073594207776918e-08 1.624337373158747599e+00
2.653329452104026168e-08 1.624697509533873374e+00
2.653505918200802565e-08 1.624934714365495525e+00
2.653549594478138780e-08 1.625268174250764641e+00
2.654056176693519722e-08 1.626077221740290790e+00
2.654073345404117546e-08 1.626407919671217117e+00
2.654082205706014493e-08 1.626766643823653435e+00
2.654094220832257582e-08 1.627040232596208558e+00
2.654624208133731085e-08 1.627365238401860648e+00
2.654892421004596033e-08 1.627655801061463237e+00
2.654936468196223866e-08 1.627922137426148108e+00
2.654985509736843206e-08 1.628221482904985029e+00
2.655648712081752655e-08 1.628406838316166061e+00
2.655706599681469161e-08 1.628467564932791323e+00
2.656137700029301035e-08 1.628664825586762399e+00
2.656174976412094121e-08 1.628821386755918033e+00
2.656427496006731047e-08 1.629001563393159158e+00
2.656572901036788255e-08 1.629202672789201500e+00
2.656676532401100365e-08 1.629274475285003243e+00
2.656896485403502749e-08 1.629396098774531065e+00
2.657141880401625767e-08 1.629698653725855761e+00
2.657469729149351201e-08 1.629854872926675302e+00
2.657508331762803262e-08 1.629995925153375547e+00
2.657603030481857913e-08 1.630305770275414678e+00
2.657750507393133771e-08 1.630501174453231616e+00
2.657960368489001567e-08 1.630760562111574830e+00
2.658033230472603571e-08 1.630945156519031380e+00
2.658108164318236943e-08 1.631319630059998582e+00
2.658230220170845531e-08 1.631596399020107890e+00
2.658264652957593745e-08 1.631809509146330051e+00
2.658709094148468860e-08 1.631980985599423617e+00
2.658914438611820576e-08 1.632123017662072462e+00
2.659266852769770987e-08 1.632452615835221055e+00
2.659476807082182406e-08 1.632482172513679997e+00
2.660058136193790947e-08 1.632655616249425901e+00
2.660963512425480750e-08 1.632946751630237170e+00
2.661292334452602909e-08 1.633214626459316587e+00
2.661660270707347962e-08 1.633256456831805981e+00
2.661680675711327332e-08 1.633300029474616055e+00
2.662044913335942850e-08 1.633485625861359258e+00
2.662087917900917873e-08 1.633672847295107644e+00
2.662699031921787330e-08 1.634004794345512934e+00
2.662906325850828472e-08 1.634036035031003919e+00
2.663091771002721634e-08 1.634168084162065382e+00
2.663287543829196169e-08 1.634333053514608780e+00
2.663550308455058542e-08 1.634595788397513516e+00
2.663833877126291057e-08 1.634792723993332642e+00
2.663834815019917617e-08 1.634874528689173490e+00
2.663884892336350232e-08 1.634921960906906779e+00
2.664179305777403760e-08 1.635135191826827761e+00
2.664817855603848263e-08 1.635508713742609643e+00
2.664978372347044846e-08 1.635693371371274241e+00
2.664981339045847543e-08 1.635959343803557786e+00
2.665340793587049519e-08 1.636318728313097992e+00
2.665456379089333971e-08 1.636350460791869965e+00
2.665630649223136522e-08 1.636634571451979658e+00
2.665825268838265431e-08 1.637444816600410302e+00
2.666005617065343500e-08 1.637630390115633050e+00
2.666126687167827586e-08 1.638074563744205125e+00
2.666512547878020292e-08 1.638093749297229618e+00
2.666581621148998174e-08 1.638202324057083326e+00
2.666791329277113442e-08 1.638574114817954674e+00
2.666992265319386272e-08 1.638777213591360304e+00
2.667143795396774473e-08 1.638865650336293944e+00
2.667458379477738541e-08 1.639085655485137183e+00
2.667929488157023388e-08 1.639239311033567459e+00
2.668492449020888591e-08 1.639438164752900828e+00
2.668934304278930047e-08 1.639526516878797135e+00
2.669135287317045200e-08 1.639695911473836754e+00
2.669381403923768056e-08 1.639857655990281327e+00
2.669410923667956642e-08 1.640067417792144600e+00
2.669500323579980733e-08 1.640235228135326961e+00
2.669618665157869445e-08 1.640461691381700504e+00
2.669668033692925653e-08 1.640737440036789119e+00
2.670184383676799590e-08 1.640877444594415868e+00
2.670709800519603792e-08 1.641249268574582310e+00
2.671069715242430293e-08 1.641544516426314715e+00
2.671614080684883150e-08 1.641942662723762325e+00
2.671668756232744531e-08 1.642171014497178394e+00
2.671765577315537280e-08 1.642378220675660305e+00
2.672248509909267232e-08 1.642642248246293013e+00
2.672602321387491387e-08 1.642691716512477917e+00
2.672746183577597178e-08 1.642945369323626892e+00
2.672908570025675340e-08 1.643089702330240209e+00
2.672957951567657321e-08 1.643481756871613797e+00
2.673066613050187551e-08 1.643692681162155944e+00
2.673694957808382348e-08 1.644019296781653594e+00
2.673764317472580379e-08 1.644247480648746151e+00
2.674765959085110752e-08 1.644610466101114277e+00
2.675211450026391896e-08 1.644888076807147659e+00
2.675632174040271701e-08 1.645223875657892743e+00
2.675757396219819373e-08 1.645452345402934613e+00
2.675934948986343314e-08 1.645652024032433935e+00
2.676229188646893364e-08 1.645918307044764495e+00
2.676772669310745049e-08 1.646188155523019780e+00
2.677244634680738620e-08 1.646511215948246010e+00
2.677678901980204648e-08 1.646802346683012397e+00
2.677773137897006157e-08 1.646929126482324923e+00
2.678926582830977130e-08 1.647289202228984228e+00
2.679032334362546167e-08 1.647581162736405203e+00
2.679191722265695942e-08 1.647862692856900901e+00
2.679333736231345818e-08 1.648156786234263649e+00
2.679420602714552105e-08 1.648442004874757005e+00
2.679653219050210519e-08 1.648774205706942553e+00
2.679818666262898026e-08 1.649109793048475714e+00
2.680267353338901507e-08 1.649137997582729387e+00
2.680634235543680114e-08 1.649529554201581094e+00
2.680757509147657822e-08 1.649672955616860337e+00
2.680974851331081580e-08 1.649984974507446411e+00
2.681038986811329918e-08 1.650266406414146569e+00
2.681441869470308663e-08 1.650480722647346576e+00
2.681558302474929964e-08 1.650530843236045264e+00
2.681777195812303431e-08 1.650867657369166075e+00
2.681977350144695085e-08 1.651150505216789188e+00
2.681987686180703964e-08 1.651309438859489331e+00
2.682176979191444481e-08 1.651590563754612662e+00
2.682259329036173362e-08 1.651876625848910596e+00
2.683127257864230384e-08 1.651948574045507545e+00
2.683148584758080181e-08 1.652310050396584407e+00
2.683510597907422222e-08 1.652604568120253248e+00
2.683671301406855074e-08 1.652820408670342411e+00
2.683825510709596766e-08 1.653212600344925676e+00
2.683835205858660036e-08 1.653310372157223762e+00
2.684048151325116252e-08 1.653501697898029255e+00
2.684324386534418716e-08 1.653723815680443465e+00
2.684579343996642372e-08 1.653824242533426414e+00
2.684726038936155644e-08 1.654202647954346794e+00
2.684793601231302286e-08 1.654496701436839690e+00
2.685023982481349855e-08 1.654676808853797310e+00
2.685239756351265507e-08 1.655055437219530079e+00
2.686181066848818081e-08 1.655422264192077719e+00
2.686320046380685767e-08 1.655558266702147785e+00
2.686420495189730734e-08 1.655751627594173492e+00
2.686546086799464406e-08 1.655856454299756919e+00
2.687171054120601152e-08 1.656058549061871110e+00
2.687257780218626109e-08 1.656397418557973289e+00
2.687320787799362768e-08 1.656687396987774896e+00
2.687437819364188392e-08 1.656970527509855851e+00
2.687514657236618655e-08 1.657082919829159451e+00
2.687519455016878364e-08 1.657141742811546248e+00
2.687644019243016576e-08 1.657214017561831065e+00
2.687707825296035933e-08 1.657443775984914547e+00
2.688252736339115477e-08 1.657730176379456744e+00
2.688507511138298261e-08 1.657946528007752329e+00
2.688599095484518357e-08 1.658141158770703560e+00
2.689425095231203159e-08 1.658512486850927115e+00
2.689544525007120448e-08 1.658707586157249558e+00
2.689661152088932088e-08 1.659073066515909245e+00
2.689667552694101781e-08 1.659359248124393060e+00
2.689681301876470388e-08 1.659643987240761787e+00
2.689848526196170702e-08 1.659804829485209909e+00
2.690005952453701265e-08 1.659985523105459659e+00
2.690444453395057440e-08 1.660229542222398935e+00
2.690518917766784314e-08 1.660423563063758268e+00
2.690820971842697428e-08 1.660749714069054805e+00
2.690934124521954792e-08 1.661119848864335946e+00
2.691451573524610231e-08 1.661331813218219988e+00
2.691797609753111458e-08 1.661611153114207040e+00
2.692036742981424635e-08 1.661816345799877581e+00
2.692211366831522315e-08 1.662106998934258062e+00
2.692291083407825665e-08 1.662274750239710830e+00
2.692607520471219303e-08 1.662579000856406974e+00
2.692903678467594077e-08 1.662906455692055196e+00
2.693082699983464248e-08 1.663206597196106085e+00
2.693444454129955891e-08 1.663488013032726753e+00
2.693680706791349329e-08 1.663681036425937121e+00
2.693853347644987918e-08 1.663756575911460089e+00
2.693895730409189557e-08 1.664037515646041188e+00
2.693960342035062598e-08 1.664100967740768322e+00
2.694114697831097035e-08 1.664444352995551268e+00
2.695133764456087407e-08 1.664745914542017147e+00
2.695507434282536148e-08 1.664941725738683820e+00
2.695987479504128152e-08 1.665124610257886717e+00
2.696646434793384148e-08 1.665181434663959070e+00
2.697163480525497021e-08 1.665520179284566860e+00
2.697198138165353001e-08 1.665598923113351004e+00
2.697334629637532659e-08 1.665888516836679489e+00
2.697601562189467457e-08 1.666242860068830822e+00
2.697706079600583945e-08 1.666607232895404023e+00
2.697804539963117970e-08 1.666652977901131871e+00
2.697942767074228616e-08 1.666989176681297868e+00
2.698225129264539031e-08 1.667170065874955087e+00
2.698245071848803205e-08 1.667383070758848174e+00
2.698290243873017402e-08 1.667468229159818405e+00
2.698493831976493971e-08 1.667666772451405599e+00
2.698740381078887543e-08 1.668011534844671795e+00
2.699175975222330575e-08 1.668122066427545347e+00
2.699243733017954224e-08 1.668284361558496576e+00
2.699249353659087165e-08 1.668396946048941176e+00
2.699249411505259085e-08 1.668488224510301432e+00
2.699308033524279732e-08 1.668697620658431857e+00
2.699412772240851410e-08 1.668862931607121070e+00
2.699484600542792451e-08 1.669237399985656234e+00
2.699691469549269061e-08 1.669523297704902820e+00
2.700473929239444209e-08 1.669620655737224624e+00
2.700537387536061329e-08 1.669689037369325169e+00
2.701275380478738987e-08 1.669725111176221466e+00
2.701295833027675267e-08 1.669806046024487678e+00
2.701536388662054805e-08 1.670038569872566159e+00
2.701938703092849442e-08 1.670240400136564274e+00
2.702247072286984477e-08 1.670461432545920166e+00
2.702932522716788146e-08 1.670648374556663374e+00
2.703421571850090026e-08 1.671040184114352956e+00
2.703814149422529407e-08 1.671310127210096530e+00
2.704976231972903782e-08 1.671517243457601554e+00
2.704978031449750338e-08 1.671608775044240103e+00
2.705304827419481829e-08 1.671775273236443926e+00
2.705507482113066665e-08 1.672063084087346274e+00
2.705583104356865828e-08 1.672298758826188614e+00
2.705667495879451492e-08 1.672676916743157216e+00
2.706186784665091060e-08 1.672966481500493430e+00
2.706227408976491783e-08 1.673276375431977048e+00
2.706327584187422595e-08 1.673594906917478475e+00
2.706400470716463466e-08 1.673936878064798295e+00
2.706470930284797239e-08 1.674245225944594795e+00
2.707101992303172521e-08 1.674382496925033381e+00
2.707244753504437142e-08 1.674548885446609514e+00
2.707370979843602802e-08 1.674617299788927260e+00
2.707804292684392145e-08 1.675009182777007943e+00
2.707924857398256278e-08 1.675342358403852927e+00
2.707939033636552076e-08 1.675669761292766236e+00
2.708300721271003447e-08 1.675830592668781094e+00
2.708467093418328843e-08 1.676187041126685262e+00
2.709028538636381646e-08 1.676361189359686588e+00
2.709322256561312715e-08 1.676504148452419463e+00
2.710481085555330378e-08 1.676698774769037614e+00
2.710481543019599424e-08 1.676929557139478888e+00
2.710501250255780378e-08 1.677093017562333976e+00
2.710741823043661036e-08 1.677521232233653681e+00
2.711249080556498244e-08 1.677627375339386218e+00
2.711852809150327317e-08 1.677942763692056749e+00
2.711920679733633541e-08 1.678226945986641905e+00
2.712363462148629224e-08 1.678466826513337340e+00
2.712963245063305609e-08 1.678849137281499981e+00
2.713131554640143716e-08 1.678963918827669932e+00
2.713761285036327561e-08 1.679009642483230813e+00
2.713914909305057302e-08 1.679382945722908804e+00
2.714288056651706743e-08 1.679590467840059720e+00
2.714452890719836682e-08 1.679954691354564433e+00
2.714662094634002913e-08 1.680046255443812031e+00
2.714992887151104316e-08 1.680193622275972354e+00
2.715345145239770625e-08 1.680471822819815220e+00
2.715440246000446784e-08 1.680780910173576004e+00
2.715871941860763807e-08 1.681094619322565098e+00
2.715967919266160101e-08 1.681185854183204542e+00
2.716237021177337500e-08 1.681560792137753335e+00
2.716419631015789600e-08 1.681608346620107497e+00
2.716692224470432044e-08 1.681951062117695850e+00
2.716965841216326216e-08 1.682337783267858322e+00
2.716989518795057329e-08 1.682560691258427887e+00
2.717073283878939052e-08 1.682732232042190024e+00
2.717833457058182546e-08 1.682845720606482631e+00
2.718664102538660502e-08 1.683201908663115587e+00
2.718892927434987542e-08 1.683413677967687372e+00
2.718940993996551529e-08 1.683800961636121141e+00
2.719028859234944618e-08 1.684201152341842311e+00
2.719485021055361517e-08 1.684293670577579283e+00
2.719852528380069683e-08 1.684311985425482217e+00
2.720047975091084690e-08 1.684375741202237320e+00
2.720735757945881398e-08 1.684720925928000268e+00
2.720977063314176197e-08 1.685097959156441894e+00
2.721422725075900291e-08 1.685475959872511087e+00
2.721513184484550245e-08 1.685536322466565373e+00
2.721525783296421477e-08 1.685743322759903462e+00
2.721608101597034928e-08 1.686138331408361557e+00
2.721661258410221105e-08 1.686570898088362469e+00
2.721955253037863764e-08 1.686754365533275069e+00
2.722035257241626764e-08 1.687134551745507638e+00
2.722057522404827084e-08 1.687429147805318497e+00
2.722162480922090325e-08 1.687716272032161902e+00
2.722173737732768699e-08 1.687823716469140756e+00
2.722492621941269836e-08 1.688203626037107163e+00
2.722743180183003608e-08 1.688604151847671764e+00
2.722781956496252789e-08 1.688888585987250224e+00
2.722791376040577874e-08 1.688964820060920191e+00
2.723327707732329057e-08 1.689346183785970013e+00
2.723382719138128960e-08 1.689546024808931790e+00
2.723496755644727807e-08 1.689861909222472480e+00
2.723950082489906363e-08 1.690164361978702789e+00
2.724065464751167409e-08 1.690464480451338458e+00
2.724692181436187768e-08 1.690502776134189755e+00
2.725292132079925035e-08 1.690550156047899710e+00
2.725379216064718047e-08 1.690748305946818020e+00
2.726515875943406084e-08 1.690913150014350830e+00
2.726737476342550010e-08 1.691301388734134825e+00
2.727347256222115649e-08 1.691658976248058943e+00
2.727528247345437135e-08 1.692003056936055128e+00
2.727533410451524148e-08 1.692118398583337902e+00
2.727635513425682602e-08 1.692362047046560347e+00
2.727791245842674420e-08 1.692464211006647457e+00
2.727825421323807555e-08 1.692653736821740251e+00
2.728014340772643881e-08 1.693043654915169061e+00
2.728018776361110434e-08 1.693230675741033364e+00
2.728082304432495725e-08 1.693324505199982344e+00
2.728185553410589509e-08 1.693596320479391126e+00
2.728257638425241755e-08 1.693892021948627091e+00
2.728456365183822678e-08 1.694023225515485231e+00
2.728540989172391812e-08 1.694266182409281951e+00
2.728709618377499355e-08 1.694646524312763081e+00
2.728710732378678046e-08 1.694864029350355406e+00
2.728855207400755477e-08 1.695274496090392491e+00
2.728948063201909748e-08 1.695707403201664132e+00
2.729189238909862897e-08 1.695746369590187763e+00
2.729846893431993164e-08 1.695827202339565742e+00
2.730095681274818356e-08 1.696072317823897668e+00
2.730390838250669649e-08 1.696373803814333447e+00
2.730949674214559442e-08 1.696611318251465717e+00
2.730998091475084045e-08 1.696789501926218247e+00
2.731243299007521805e-08 1.697123352375529803e+00
2.731284019009964049e-08 1.697360463325733315e+00
2.731314927337305682e-08 1.697558764834750100e+00
2.731508018260518829e-08 1.697826541700618641e+00
2.731664012611748846e-08 1.697984449480414382e+00
2.731710475575407861e-08 1.698326099673198142e+00
2.731856874222769051e-08 1.698358937025612247e+00
2.731986211462823898e-08 1.698571696165569467e+00
2.732238234980483173e-08 1.698920796236476516e+00
2.732433436336216335e-08 1.699357653319604422e+00
2.732485618249908367e-08 1.699576668346574504e+00
2.732519875246067819e-08 1.699792057607104834e+00
2.732908365864981817e-08 1.700021834528680609e+00
2.733075905804512404e-08 1.700377167290090252e+00
2.733209013816156738e-08 1.700559036609050390e+00
2.733263385950798509e-08 1.700729221135478531e+00
2.733350428064762411e-08 1.701144654967292391e+00
2.733621156345594671e-08 1.701210829769141286e+00
2.733756287350581954e-08 1.701585008250789288e+00
2.734018831716523594e-08 1.701670456438778123e+00
2.734063934507916520e-08 1.702051892660577881e+00
2.734448308683665472e-08 1.702441577113958271e+00
2.734470325399047467e-08 1.702621461606363074e+00
2.734507188974661235e-08 1.702931961960578944e+00
2.734510766955997905e-08 1.703322812701627553e+00
2.734701906457138562e-08 1.703506674326571213e+00
2.735125523471200557e-08 1.703590643755545919e+00
2.735634377887107149e-08 1.703715380482813346e+00
2.735671517279917134e-08 1.704105035524874356e+00
2.736510534292079991e-08 1.704448901980033071e+00
2.736704384879493125e-08 1.704551148792446513e+00
2.736868434025875010e-08 1.704708949970084708e+00
2.737049725506184583e-08 1.704868907599919048e+00
2.737367080118989444e-08 1.705142020325862040e+00
2.737530362097183709e-08 1.705458864277073383e+00
2.737609533436471102e-08 1.705762287897476526e+00
2.737636018668805545e-08 1.706065296791007713e+00
2.737794758607977308e-08 1.706454768603046679e+00
2.737803440956527814e-08 1.706669932046558813e+00
2.738060078092698253e-08 1.706985567411715810e+00
