# Frequency(THz) k_l(Wm-1K-1)
3.956856276763734748e+00 4.436062374688933119e+01
3.956971809946441709e+00 4.436067512890519282e+01
3.956998552302564587e+00 4.436093362141530605e+01
3.957009998273060880e+00 4.436149023104321287e+01
3.957203581133591275e+00 4.436198421109478573e+01
3.957241341638151777e+00 4.436517318261801535e+01
3.957254011560524809e+00 4.436550146192376332e+01
3.957282812110407111e+00 4.436656434368991597e+01
3.957589587068663040e+00 4.436668224732582644e+01
3.957763520752364705e+00 4.436846176301627054e+01
3.958063615136333091e+00 4.436846176301627054e+01
3.958198915274250496e+00 4.436847141156494700e+01
3.958224323051816818e+00 4.436885641316361983e+01
3.958439551480677832e+00 4.436942359250939916e+01
3.958462400799442449e+00 4.437289380098815172e+01
3.958984751851203132e+00 4.437386215591647698e+01
3.959305568092010841e+00 4.437516982033197621e+01
3.959361333258616611e+00 4.437517866005871525e+01
3.959542185026182715e+00 4.437549740720371005e+01
3.959629585910228400e+00 4.437861858635742607e+01
3.959658170503016272e+00 4.437880254315070516e+01
3.959915598534686776e+00 4.437930714969691337e+01
3.960126107790907124e+00 4.438150123723642793e+01
3.960278403786151813e+00 4.438199656371946844e+01
3.960523502675922902e+00 4.438214942130245788e+01
3.960535836654431208e+00 4.438228696812335272e+01
3.960661049483899632e+00 4.438282347262873628e+01
3.960771225408196816e+00 4.438322580312055976e+01
3.960858004212455707e+00 4.438324768699220613e+01
3.960859902562109625e+00 4.438689325074390268e+01
3.960864012866246675e+00 4.438732786960672883e+01
3.960897629371245898e+00 4.438738854923408184e+01
3.961082608960895701e+00 4.438741119096724219e+01
3.961327090333865097e+00 4.438871356807512569e+01
3.961617422760534968e+00 4.438871356807512569e+01
3.961694762170504980e+00 4.439050848422984075e+01
3.961810794388560097e+00 4.439088151748051558e+01
3.961924286028146280e+00 4.439101500497398689e+01
3.962119364993175630e+00 4.439157328727441865e+01
3.962451515509977984e+00 4.439488798542551251e+01
3.962476864283634104e+00 4.439553990610482259e+01
3.962588244967626849e+00 4.439557488548577879e+01
3.962907614314548077e+00 4.439577784449951992e+01
3.963784588925891583e+00 4.439766554476318561e+01
3.963866468926578346e+00 4.441503558349319292e+01
3.964068792400345043e+00 4.441503558349319292e+01
3.964166349882668694e+00 4.441696257870096076e+01
3.964223110834990571e+00 4.441706346428490093e+01
3.964561068161426505e+00 4.441738396284936385e+01
3.964732337545593843e+00 4.441738499982955091e+01
3.965033842697710309e+00 4.441904877997963297e+01
3.965302809159430009e+00 4.442229740715309561e+01
3.965548502407305609e+00 4.442229906313380638e+01
3.965754680378792418e+00 4.442409503946700511e+01
3.965801407829499414e+00 4.442409503946700511e+01
3.965921047544532563e+00 4.442754457267633938e+01
3.966430172546945965e+00 4.442756603546362726e+01
3.966549120081300117e+00 4.443092327704153632e+01
3.966659936374666628e+00 4.443440302914157058e+01
3.967240158594219412e+00 4.443779233008097407e+01
3.967703728995188417e+00 4.443779233008097407e+01
3.968797834551806680e+00 4.443896613378586125e+01
3.968976507185670410e+00 4.443900159029912089e+01
3.969081136985496805e+00 4.444033978454646672e+01
3.969114442371000973e+00 4.444370658788002260e+01
3.969548012126829839e+00 4.444387183684963105e+01
3.970114910800652375e+00 4.444727850664441604e+01
3.970189922880777544e+00 4.444952877654461787e+01
3.971145057673000967e+00 4.444957414798793849e+01
3.971308567408128987e+00 4.444957414798793849e+01
3.971404821546346664e+00 4.444962222312550182e+01
3.971429629565630837e+00 4.445285529697128624e+01
3.971477461028086964e+00 4.445468866507636818e+01
3.971732581906920689e+00 4.445541301874489193e+01
3.971821187290871968e+00 4.445560012891537838e+01
3.971956879324471057e+00 4.445673229227418233e+01
3.972237733001191540e+00 4.445712960058804697e+01
3.972253305646534560e+00 4.445713452884059791e+01
3.972366730511179611e+00 4.445909046076216953e+01
3.972722161977137123e+00 4.446231034654520897e+01
3.973110384023431862e+00 4.446366606586405368e+01
3.973119764446239710e+00 4.446374937240673120e+01
3.973159032282743475e+00 4.446431502207071418e+01
3.973436153926468428e+00 4.446494220110182027e+01
3.973641669346749339e+00 4.446494220110182027e+01
3.973914851636033863e+00 4.446671480354668660e+01
3.973928596178340822e+00 4.446889421651437146e+01
3.973937474753405308e+00 4.446891054225942241e+01
3.974028698477531929e+00 4.447087029799804014e+01
3.974345723244354645e+00 4.447088346392998659e+01
3.974434837257679654e+00 4.447162700719693618e+01
3.974601807690127497e+00 4.447197805099946777e+01
3.974979828980865992e+00 4.447200513937052335e+01
3.975017750514187487e+00 4.447471882915976948e+01
3.975145941651394565e+00 4.447512583525532648e+01
3.975597752904207027e+00 4.447846522874147723e+01
3.975678644626727376e+00 4.447975392399785477e+01
3.975849995627866118e+00 4.448176414198110962e+01
3.975905407970609318e+00 4.448187967786834918e+01
3.975917697524586902e+00 4.448187967786834918e+01
3.976144053968338365e+00 4.448189953487393922e+01
3.976372873766823801e+00 4.448263098382430769e+01
3.976558626739125302e+00 4.448605099054386613e+01
3.976923700427149821e+00 4.448794922617692293e+01
3.977016611263937129e+00 4.448794922617692293e+01
3.977081369383610454e+00 4.448809483514562402e+01
3.977124142918913474e+00 4.448849305846461277e+01
3.977425596489399862e+00 4.448850619472157319e+01
3.977638805583770143e+00 4.448886231311417561e+01
3.978280409418290198e+00 4.449221834009700416e+01
3.978394256950490870e+00 4.449234862203071117e+01
3.978561603313410355e+00 4.449236421743273695e+01
3.978718184385548362e+00 4.449252043862133377e+01
3.978850285929874886e+00 4.449315712040628767e+01
3.978927221404043646e+00 4.449479032323633731e+01
3.979118713312845834e+00 4.449564818913183473e+01
3.979134015756764065e+00 4.449775951000136587e+01
3.979188234538474145e+00 4.450040144100506012e+01
3.979257090069946212e+00 4.450264432599212228e+01
3.979325578708372557e+00 4.450372951240297681e+01
3.979526096533115620e+00 4.450388572592389380e+01
3.979692286309992166e+00 4.450467443264700762e+01
3.979810761409871667e+00 4.450653620492954587e+01
3.979811543338223956e+00 4.451766145582298151e+01
3.980170357061107111e+00 4.451766145582298151e+01
3.980251501491618438e+00 4.451772520738536798e+01
3.980383330758406668e+00 4.451772520738536798e+01
3.980608993483119029e+00 4.451836122567443255e+01
3.980622477392568026e+00 4.452072934155912520e+01
3.980628981989579707e+00 4.452204141762791068e+01
3.980721439564646413e+00 4.452445359154406646e+01
3.980948959155295341e+00 4.452451988522950899e+01
3.981467651053965717e+00 4.452470683389142891e+01
3.981597831926414255e+00 4.452553168700881514e+01
3.981785065291434833e+00 4.452555015821874917e+01
3.982667304370368200e+00 4.452625296588477255e+01
3.983143898110335535e+00 4.452834048220018559e+01
3.983177711619567685e+00 4.452982742133522720e+01
3.983202154694383434e+00 4.452982742133522720e+01
3.983308576488485464e+00 4.453719603817881278e+01
3.983325072088584662e+00 4.453804247809375738e+01
3.983482850099496098e+00 4.453819582015821510e+01
3.983702352402418878e+00 4.453820472769690042e+01
3.983945112740644223e+00 4.453850094954751171e+01
3.984161360836292687e+00 4.453859588285694571e+01
3.984325587435278759e+00 4.454172064335776327e+01
3.984518936631078478e+00 4.454237636582649174e+01
3.985060288477185075e+00 4.454241968350905267e+01
3.985088319672884349e+00 4.454242236792816811e+01
3.985098644385225430e+00 4.454329902387414108e+01
3.985142303954478216e+00 4.454329902387414108e+01
3.985237290675227140e+00 4.454407999132451579e+01
3.985249599648636121e+00 4.454597545272653747e+01
3.985403825845960757e+00 4.454653741215018670e+01
3.985547802170640974e+00 4.454748789035086531e+01
3.985564748097346843e+00 4.454930930533580380e+01
3.985717308679261883e+00 4.454936427058532189e+01
3.986231711451160731e+00 4.454937136480482707e+01
3.986319132547838873e+00 4.455091356522942192e+01
3.986469599574191225e+00 4.455146225815487071e+01
3.986479932274502591e+00 4.455146225815487071e+01
3.986858199235530087e+00 4.455367275305086139e+01
3.986967150294307149e+00 4.455367282509595839e+01
3.987002853944029201e+00 4.455367282509595839e+01
3.987009969378473073e+00 4.455369907761023285e+01
3.987411202332945770e+00 4.455369909332029010e+01
3.987572831009116747e+00 4.455386608782993818e+01
3.987595919102584485e+00 4.455456490306436024e+01
3.987631338398411884e+00 4.455536050771467416e+01
3.987692632293976303e+00 4.455848294459432424e+01
3.987735647927868055e+00 4.455857146437816851e+01
3.987758364832159952e+00 4.455859057455704431e+01
3.987772103919427824e+00 4.455942432172576417e+01
3.987908348459552776e+00 4.455959416168363418e+01
3.988098506300890023e+00 4.456310640298053016e+01
3.988165683100295400e+00 4.456553401309269447e+01
3.988337523634023274e+00 4.456565479527296958e+01
3.988350621700685661e+00 4.456693638939626112e+01
3.988561434454953591e+00 4.456925574000266010e+01
3.988575116285482114e+00 4.456925574000266010e+01
3.989186059980268872e+00 4.456983553209760629e+01
3.989479849768768460e+00 4.457025290116504124e+01
3.989514890859107155e+00 4.457073592302167953e+01
3.989527162033048580e+00 4.457144197629560978e+01
3.989913564083400921e+00 4.457289415852121550e+01
3.990666755194178794e+00 4.457356094087747067e+01
3.990810129698477926e+00 4.457376115410837514e+01
3.991006590096080053e+00 4.457999833800587908e+01
3.991016378479156579e+00 4.458075032086106404e+01
3.991022005275345119e+00 4.458114826037599698e+01
3.991193067159232388e+00 4.458272169765503179e+01
3.991257825741052923e+00 4.458272210438165928e+01
3.991752061029532062e+00 4.458272210438165928e+01
3.991933685902385509e+00 4.458272210659692547e+01
3.992009140862559313e+00 4.458431416914007173e+01
3.992085151847193814e+00 4.458441688819603854e+01
3.992225318289484459e+00 4.458524536790316972e+01
3.992340890160806399e+00 4.458612111378968734e+01
3.992534989184522320e+00 4.459402546036371717e+01
3.992560596271119255e+00 4.459402915550435864e+01
3.992693881101922582e+00 4.459406843054172498e+01
3.992930789209041542e+00 4.459728668029386967e+01
3.993301257226404832e+00 4.459752989985204863e+01
3.993441531529315913e+00 4.459882097976487358e+01
3.993613306074922153e+00 4.459891660978360051e+01
3.993628569103513382e+00 4.460699939406370618e+01
3.993788528443064756e+00 4.460703298487194957e+01
3.993931841046178821e+00 4.461051854224530189e+01
3.993946728784361078e+00 4.461221474373852658e+01
3.994014220714513286e+00 4.461301111245001039e+01
3.994260952494787631e+00 4.461325232817947750e+01
3.994269170111022671e+00 4.461381620805354942e+01
3.994446837315180687e+00 4.461408435332701572e+01
3.994493342405034397e+00 4.461474370248964760e+01
3.994535587234714136e+00 4.461474370248964760e+01
3.994676566305991550e+00 4.461535197528268526e+01
3.994695748658648959e+00 4.461535197528268526e+01
3.994707145022116546e+00 4.461591344214605215e+01
3.994719103974886831e+00 4.461929491888471944e+01
3.995108143559842784e+00 4.462014336424672933e+01
3.995137356960405839e+00 4.462086428200396426e+01
3.995566382879914613e+00 4.462136164713486153e+01
3.995789799167217105e+00 4.462198796317225202e+01
3.995880077016923160e+00 4.462198796317225202e+01
3.996044577019131960e+00 4.462509558014450306e+01
3.996333408053468705e+00 4.462743564118773776e+01
3.996469274484820478e+00 4.462813842857222824e+01
3.996520245242667801e+00 4.462891738455037682e+01
3.996815335894261523e+00 4.462947874164358808e+01
3.997063490395919683e+00 4.463026706706181557e+01
3.997082966223201694e+00 4.463050198480036812e+01
3.997228003694183851e+00 4.463110027873675989e+01
3.997271213579908888e+00 4.463134134594886149e+01
3.997291416686703514e+00 4.463134686622167635e+01
3.997416531344684554e+00 4.463144342554441124e+01
3.997510413207743696e+00 4.463169157047843072e+01
3.997516301614604917e+00 4.463248898787672658e+01
3.997687725756524646e+00 4.463316677606134419e+01
3.997935861786005241e+00 4.463520663941000777e+01
3.998144821956962414e+00 4.463523351374282555e+01
3.998166476445647266e+00 4.463548754760500259e+01
3.998268274881672468e+00 4.463548754760500259e+01
3.998305082255688259e+00 4.463607392489194581e+01
3.998470561624211328e+00 4.463607392489194581e+01
3.998711669164271676e+00 4.463696277813885871e+01
3.999175321524091498e+00 4.464003886701559054e+01
3.999327440460441974e+00 4.464092754298341958e+01
3.999612938136614559e+00 4.464094390560582326e+01
4.000499429046621813e+00 4.464103295894594226e+01
4.000806003776829378e+00 4.464439623445877459e+01
4.000943210331040945e+00 4.464660846973390562e+01
4.001144703649886836e+00 4.465005042460713014e+01
4.001460997866545632e+00 4.465031676759234358e+01
4.001900824388161304e+00 4.465031767455983669e+01
4.001986275911578517e+00 4.465166243865441942e+01
4.002013150436605216e+00 4.465176859866729586e+01
4.002034975496365554e+00 4.465197116488069895e+01
4.002158677747842397e+00 4.465257468276145403e+01
4.002406848293471597e+00 4.465450764802719164e+01
4.002777419186181795e+00 4.465452164917547151e+01
4.002782251250028622e+00 4.465491657261185310e+01
4.002821533972396928e+00 4.465493831289142435e+01
4.002919107721670144e+00 4.465539649298167291e+01
4.003100852068829596e+00 4.465539649298167291e+01
4.003212205480598307e+00 4.465539649298167291e+01
4.003315342243179309e+00 4.465539950961946403e+01
4.003436578969969517e+00 4.465647284081805424e+01
4.004159949663754325e+00 4.465657497267464038e+01
4.004337010987013556e+00 4.465716140078988872e+01
4.004604156236268864e+00 4.465716140078988872e+01
4.005004892348506651e+00 4.465778099272670687e+01
4.005032510093260889e+00 4.465982510754327706e+01
4.005168683098385252e+00 4.466094969832095529e+01
4.005594859405264607e+00 4.466173026816885994e+01
4.005621329683417109e+00 4.466178155391957461e+01
4.006114483540590854e+00 4.466178155391957461e+01
4.006156690311558854e+00 4.466187110091539125e+01
4.006169071043697016e+00 4.466267677507370593e+01
4.006956590219519221e+00 4.466330109456279018e+01
4.006959502684035002e+00 4.466409130030905317e+01
4.007141108377818561e+00 4.466611325949718747e+01
4.007405966486695448e+00 4.466627301292393071e+01
4.008485469522691247e+00 4.466627301292393071e+01
4.008701527819247268e+00 4.466641189234110954e+01
4.009033208325793574e+00 4.466808817091114747e+01
4.009100357084838251e+00 4.466899014875045992e+01
4.009363441483498214e+00 4.466964576740465276e+01
4.009736108533871857e+00 4.467100576143284485e+01
4.010183092395756432e+00 4.467148797767547563e+01
4.010246699781183644e+00 4.467224357770330556e+01
4.011024127542316187e+00 4.467287227610533051e+01
4.011065455917633749e+00 4.467291235858944987e+01
4.011243399577261393e+00 4.467619646697480817e+01
4.011304888902742505e+00 4.467622892145992353e+01
4.011507280144709142e+00 4.467623447809843640e+01
4.011915276625547477e+00 4.467834091286479037e+01
4.012025123346649735e+00 4.467870268400047706e+01
4.012036217945638583e+00 4.467900290945617314e+01
4.012471986168010041e+00 4.467979054175754072e+01
4.012478617481095355e+00 4.468001492866837054e+01
4.012885080460546483e+00 4.468080217107634411e+01
4.013013909325219508e+00 4.468140694889920184e+01
4.013253598616183027e+00 4.468149848048584261e+01
4.013268983414421065e+00 4.468226387392974175e+01
4.013326800784960291e+00 4.468236971267192814e+01
4.013361509834432184e+00 4.468271537385812309e+01
4.013537316354929274e+00 4.468330249476003502e+01
4.013597448644476984e+00 4.468396847217346135e+01
4.013604581214499589e+00 4.468460323863602923e+01
4.013747228151768986e+00 4.468512629899623789e+01
4.014182245511681124e+00 4.468514074944719283e+01
4.014314784948343373e+00 4.468529089734694537e+01
4.014491302102513259e+00 4.468596314593359153e+01
4.014571787072394038e+00 4.468654904858123444e+01
4.014716470044541019e+00 4.468723221787264066e+01
4.014912623668220881e+00 4.468797540907402066e+01
4.015035717464620291e+00 4.468833046247812746e+01
4.015263295015357059e+00 4.469651931891708330e+01
4.015341861416163560e+00 4.469655316402752021e+01
4.015431678661446568e+00 4.469662550878209828e+01
4.015488325504592559e+00 4.471144825501138342e+01
4.015616074000347702e+00 4.471200181976137600e+01
4.015638827393236632e+00 4.471221469400458659e+01
4.015641556366507992e+00 4.471235060425731689e+01
4.015705643403952863e+00 4.471306294638737455e+01
4.015709377268585456e+00 4.471341742061134283e+01
4.015709607704806672e+00 4.471341742061134283e+01
4.015762661463799787e+00 4.471421484276037006e+01
4.015815216728487513e+00 4.471498225325473186e+01
4.015952577035352355e+00 4.471818460509982884e+01
4.015954429054546360e+00 4.472040929693977063e+01
4.015967424527381979e+00 4.472053861110038042e+01
4.015994568796693365e+00 4.472122178209662735e+01
4.016204312391125519e+00 4.472139367178088065e+01
4.016206568200385796e+00 4.472214035635766294e+01
4.016406909924124413e+00 4.472321770606226465e+01
4.016596118614971900e+00 4.472389276942227809e+01
4.016883025646788674e+00 4.472407462324032679e+01
4.017346785192056124e+00 4.472480221391345623e+01
4.017457542113958446e+00 4.472548601647318378e+01
4.017545164683571812e+00 4.472656899767427774e+01
4.017554681944462303e+00 4.472721665726174223e+01
4.017673573705326184e+00 4.472775285588136995e+01
4.018213299390016147e+00 4.472805854448264995e+01
4.018315464502687284e+00 4.473131618700241319e+01
4.018509019217376022e+00 4.473351387166063375e+01
4.018603255173457178e+00 4.473351387166063375e+01
4.018716083608802947e+00 4.473351387166063375e+01
4.018990934009810445e+00 4.473525210374018712e+01
4.019321743356458754e+00 4.473564300631164770e+01
4.019405891887654292e+00 4.473905775424388764e+01
4.019618662418900534e+00 4.474066263071632221e+01
4.019989206516478397e+00 4.474084453336701017e+01
4.019998836573121181e+00 4.474241891639895385e+01
4.020115142650420026e+00 4.474272062214267009e+01
4.020228136180812761e+00 4.474554984168693750e+01
4.020256439476002086e+00 4.474569982782549715e+01
4.020346361538145175e+00 4.474862312577187851e+01
4.020581166550693197e+00 4.474866676146105249e+01
4.020627473689423859e+00 4.474994409617989533e+01
4.020798693951158853e+00 4.475005728997798826e+01
4.020855688087974222e+00 4.475009912035047677e+01
4.021010715721575757e+00 4.475039200912921444e+01
4.021135593034484756e+00 4.475244458024243244e+01
4.021228529794069750e+00 4.475265199515359882e+01
4.021266256691210295e+00 4.475271445934336612e+01
4.021391252743292455e+00 4.475275009032673523e+01
4.021423366082830242e+00 4.475558422139540937e+01
4.021780147229566893e+00 4.475585719417551900e+01
4.022941660618150728e+00 4.475921557596872447e+01
4.022994567661823062e+00 4.475952250334070470e+01
4.023123604389981622e+00 4.475954526492558472e+01
4.023232876371478639e+00 4.476170037545197999e+01
4.023275983138821843e+00 4.476288167885796554e+01
4.023288237862220562e+00 4.476407651929213927e+01
4.023356429258826417e+00 4.476603776832741488e+01
4.023496522447364221e+00 4.476605077119142351e+01
4.023641161617821815e+00 4.476846341569232379e+01
4.024184036842280321e+00 4.477060623447033549e+01
4.024398707226527705e+00 4.477094076167796999e+01
4.024583901995931079e+00 4.477365025055992476e+01
4.024725023550005609e+00 4.477365025055992476e+01
4.025153384076210372e+00 4.477377349331572987e+01
4.025225744462761490e+00 4.477377349331572987e+01
4.025254841122787752e+00 4.477401235033666183e+01
4.025383738094975961e+00 4.477405140614727941e+01
4.025645900652079945e+00 4.477414203185289665e+01
4.025659258538515139e+00 4.477420092523056638e+01
4.025850520173507086e+00 4.477446907385382957e+01
4.026186011972490597e+00 4.477447618103983018e+01
4.026298151462241570e+00 4.477511272804594711e+01
4.026659231718157095e+00 4.477516424386572425e+01
4.026694200193711382e+00 4.477850885695966809e+01
4.026721660610352416e+00 4.477902539437928908e+01
4.026730611747508348e+00 4.478175829216945658e+01
4.026840814220765452e+00 4.478224675530992016e+01
4.026986410117643800e+00 4.478229672080478707e+01
4.027225171265675030e+00 4.478232022849793026e+01
4.027228010596993535e+00 4.478234312983190790e+01
4.027809925907257060e+00 4.478287041379312683e+01
4.028489583121833029e+00 4.478305276321760431e+01
4.028511509603746710e+00 4.478505379583656776e+01
4.028518947520090876e+00 4.478553099566187967e+01
4.028541868095617318e+00 4.478572055618950998e+01
4.028686487766948154e+00 4.478572055618950998e+01
4.028741149945854971e+00 4.478774457308127666e+01
4.028803197850194806e+00 4.478829833578494402e+01
4.028918395037051958e+00 4.478847716872698470e+01
4.028989396062524264e+00 4.478895141988655837e+01
4.029007418819678499e+00 4.478899165716330799e+01
4.029460896057261543e+00 4.478899165716330799e+01
4.029821381930907442e+00 4.478913448863293212e+01
4.029897975283479816e+00 4.478915954303715097e+01
4.030132170920365020e+00 4.478921434834444426e+01
4.030169015621853035e+00 4.478966727496271716e+01
4.030374171137030892e+00 4.478988823026433153e+01
4.030567277148196403e+00 4.479555703687377388e+01
4.030737909760832238e+00 4.479567447370843780e+01
4.030800802954512818e+00 4.479643788321440212e+01
4.030826547841877883e+00 4.479722515151105711e+01
4.030932637751450720e+00 4.479722515151105711e+01
4.031281236203917651e+00 4.479740758519024268e+01
4.031731603413048148e+00 4.480326609521566184e+01
4.031991153468196920e+00 4.480426759800334935e+01
4.032086681344122070e+00 4.480503664649846485e+01
4.032139017666542813e+00 4.480568462955317699e+01
4.032399806056049307e+00 4.480636471159981227e+01
4.032634621865510915e+00 4.480720697718436440e+01
4.032760922090060873e+00 4.480722893753117830e+01
4.032817025908024711e+00 4.481062420918927103e+01
4.032881650037348109e+00 4.481287090130999218e+01
4.032989054515858207e+00 4.481354378700295626e+01
4.033387804924086772e+00 4.481366018556769859e+01
4.033628549026663457e+00 4.481409436383386691e+01
4.033820424907224478e+00 4.481476947614744688e+01
4.033992052552019203e+00 4.481544998815753900e+01
4.034012945570125908e+00 4.481664198251459652e+01
4.034098799170011240e+00 4.481741860596950744e+01
4.034173740543623765e+00 4.481780832351250154e+01
4.034295592770785532e+00 4.481780832351250154e+01
4.034361947275338700e+00 4.481898607277965851e+01
4.034489624754526993e+00 4.481967748063460277e+01
4.034927959638708650e+00 4.481969603299658189e+01
4.035052267751506605e+00 4.482242480199134604e+01
4.035073632449916126e+00 4.482242480199134604e+01
4.035172979734956478e+00 4.482528867431861386e+01
4.035229024287536603e+00 4.482595393894118274e+01
4.035358933143434967e+00 4.482632546955237984e+01
4.035511661883553813e+00 4.482756185855716069e+01
4.035598338863202628e+00 4.482823616319222992e+01
4.035774713708664585e+00 4.482824557653152198e+01
4.036082190579773687e+00 4.483017480875606253e+01
4.036212779674000828e+00 4.483108255049099711e+01
4.036270724675770083e+00 4.483313394744982361e+01
4.036904338370520762e+00 4.483406499427231751e+01
4.036942535182608260e+00 4.483489818131308624e+01
4.037027091677173551e+00 4.483490629608380118e+01
4.037071204301481586e+00 4.483491808258635558e+01
4.037220201392175412e+00 4.483493907205934192e+01
4.037300840210527042e+00 4.483497962296172545e+01
4.037415406371800408e+00 4.483499037890801020e+01
4.037673005955318750e+00 4.483516097576230663e+01
4.037787213375487738e+00 4.483587809918049771e+01
4.038027157520805766e+00 4.483750849746201084e+01
4.038117404196884586e+00 4.483752946800972694e+01
4.038228255922557075e+00 4.483837255581973125e+01
4.038429407733890031e+00 4.484010412524573042e+01
4.038621852655558619e+00 4.484010830812005111e+01
4.038645302916907376e+00 4.484199575077327893e+01
4.038787165354352560e+00 4.484344971789032286e+01
4.038882040833429166e+00 4.484421783527723449e+01
4.039133842196362068e+00 4.484499093347314158e+01
4.039413798654077681e+00 4.485447943575506002e+01
4.039652350440625206e+00 4.485654111766091745e+01
4.040046260383729937e+00 4.485727185176251908e+01
4.040267029581898761e+00 4.485890680149072551e+01
4.040347730870064602e+00 4.485891378125977980e+01
4.040372651718937114e+00 4.486219255845367826e+01
4.040597766718655670e+00 4.486231625882539475e+01
4.040842485569734244e+00 4.486318295885116214e+01
4.040847217874206088e+00 4.486507333472859216e+01
4.041052225438248158e+00 4.486621886074588161e+01
4.041112507786721153e+00 4.486622948145100764e+01
4.041464816238586444e+00 4.486622948145100764e+01
4.041503578204414637e+00 4.486836385057263499e+01
4.041535999180334571e+00 4.486837304490193645e+01
4.041643807427844237e+00 4.486837304490193645e+01
4.041715117802975321e+00 4.487109180439674105e+01
4.041722535952033013e+00 4.487240142177514457e+01
4.042081867740096257e+00 4.487240142177514457e+01
4.042184718584808323e+00 4.487274470381139224e+01
4.042299173867366591e+00 4.487506071469215385e+01
4.042411957520601007e+00 4.487778853785591338e+01
4.042961670834705146e+00 4.487778898860241128e+01
4.042985228868681169e+00 4.487778898860241128e+01
4.043435928216082331e+00 4.487881120905870347e+01
4.043487362863224632e+00 4.488208973065123075e+01
4.043981133472069445e+00 4.488216703946210373e+01
4.043990950762995418e+00 4.488216703946210373e+01
4.044156146622071901e+00 4.488534660452995695e+01
4.044207266526822053e+00 4.488803944737135510e+01
4.044239669622912814e+00 4.488840632503832495e+01
4.044487442403760902e+00 4.488992938951364664e+01
4.044567968355811338e+00 4.488996565650963788e+01
4.044647487986637202e+00 4.488997423719210644e+01
4.044717124273270237e+00 4.489209119353517252e+01
4.044835742175987292e+00 4.489213054175490925e+01
4.045257797069431227e+00 4.489485183524796241e+01
4.045284102548658112e+00 4.489486445908108436e+01
4.045705969978379279e+00 4.489633826914256787e+01
4.046467128791385370e+00 4.489633826914256787e+01
4.046625204280524635e+00 4.489638079555006556e+01
4.046736180138601036e+00 4.489919293149318946e+01
4.046811611566194955e+00 4.490007116133364917e+01
4.046823365735725098e+00 4.490007116133364917e+01
4.047047555968211086e+00 4.490211438500841723e+01
4.047054083738943042e+00 4.490248685924127869e+01
4.047278937315676117e+00 4.490248685924127869e+01
4.047696242533124433e+00 4.490330167535051942e+01
4.047706341878671843e+00 4.490330167535051942e+01
4.047821099045433080e+00 4.490332391649373278e+01
4.047863643430712699e+00 4.490372793399395590e+01
4.047887876000012319e+00 4.490372793399395590e+01
4.048195621266812871e+00 4.490539380133377279e+01
4.048369019589540763e+00 4.490541001484448458e+01
4.048501665776239378e+00 4.490667630256078269e+01
4.048508931913961995e+00 4.490667904430147672e+01
4.048541068774345497e+00 4.490983820697098849e+01
4.048707717962983565e+00 4.491251582367907247e+01
4.048761479451844281e+00 4.491483213646322525e+01
4.049080066536506095e+00 4.491483213646322525e+01
4.049111463574936565e+00 4.491488416608876122e+01
4.049177032235323992e+00 4.491490385880680236e+01
4.049831699249637040e+00 4.491606133955222191e+01
4.050508089048117100e+00 4.491800056136037966e+01
4.050519805890708369e+00 4.492137247920485521e+01
4.050571750677157468e+00 4.492392134992230979e+01
4.050861946968766780e+00 4.493408051061999942e+01
4.050935187763550438e+00 4.494791926466059095e+01
4.050954938488176893e+00 4.494813317275806952e+01
4.051060132274489689e+00 4.494813317275806952e+01
4.051287066300249151e+00 4.494813317275806952e+01
4.051393925095912785e+00 4.494987505230579927e+01
4.051597396672204532e+00 4.494988506371190340e+01
4.051602806881960284e+00 4.495511593575481157e+01
4.051947728373197499e+00 4.495773375387555149e+01
4.052002940318135238e+00 4.495789108960800462e+01
4.052192813813668693e+00 4.495844716236651095e+01
4.052971328832850162e+00 4.496061705562873101e+01
4.053159827526393144e+00 4.496144625229355540e+01
4.053281726814127239e+00 4.496144625229355540e+01
4.053318871104065302e+00 4.496150254080039588e+01
4.053323187037723763e+00 4.496344690228388430e+01
4.053632822666724422e+00 4.496452092534732259e+01
4.053903155277744474e+00 4.496452092534732259e+01
4.054202154128432767e+00 4.496572275033837229e+01
4.054285806691699356e+00 4.496587656794944365e+01
4.054322272882882494e+00 4.496599362832800750e+01
4.054640809210596331e+00 4.496611937553903005e+01
4.054798504711584428e+00 4.496630227805835744e+01
4.055178640551591052e+00 4.496641937409467005e+01
4.055501916433192910e+00 4.496718578722352078e+01
4.055562745755146636e+00 4.496728212753424003e+01
4.055696495808680524e+00 4.496985810433474740e+01
4.055795744017596682e+00 4.497202363143649251e+01
4.055988688663175523e+00 4.497511988659593385e+01
4.056007581501756221e+00 4.497597645458596105e+01
4.056038802665419496e+00 4.497597655220307189e+01
4.056317283275260976e+00 4.497597655220307189e+01
4.056331223552787968e+00 4.497611455796258184e+01
4.056618243718856931e+00 4.497639106319273594e+01
4.056776557176883458e+00 4.497780589983868538e+01
4.056823462655674284e+00 4.497877099749403840e+01
4.056946894526110903e+00 4.497898999017417765e+01
4.057262265015205038e+00 4.497898999017417765e+01
4.057347816671201812e+00 4.498155782663901903e+01
4.057376215726400837e+00 4.498277776333759448e+01
4.057630557697441631e+00 4.498362212476110500e+01
4.057677183121046305e+00 4.498362212476110500e+01
4.057719379152975314e+00 4.499755529396892229e+01
4.057868522263759381e+00 4.499897023877026214e+01
4.057879830852429315e+00 4.499897528190027174e+01
