# Frequency(THz) k_l(Wm-1K-1)
4.509196037030100079e+00 4.347170578145230735e+01
4.509385840686552349e+00 4.347170859092221917e+01
4.509597534543697606e+00 4.347177258509685061e+01
4.509716578994526159e+00 4.348320663726260449e+01
4.509964507735094941e+00 4.348321453928056712e+01
4.509995722392460493e+00 4.348322016834922010e+01
4.510172727454030195e+00 4.348851700249157659e+01
4.510357144674972396e+00 4.348852932596535226e+01
4.511142326753351917e+00 4.348862459546155890e+01
4.511160086555388027e+00 4.348862535692757803e+01
4.511516910429254068e+00 4.348879878892267214e+01
4.511577450595267713e+00 4.349023385200535330e+01
4.511791084857462053e+00 4.349137819143663819e+01
4.511794431568135977e+00 4.349138352953676900e+01
4.512085247980231806e+00 4.349251189702260945e+01
4.512234891570991557e+00 4.349275088623223695e+01
4.512403636179229238e+00 4.349321958459304227e+01
4.512431064905538136e+00 4.349935091860376701e+01
4.513545063696082771e+00 4.349943724602613315e+01
4.513568679584020416e+00 4.350036805027223608e+01
4.513696813328373914e+00 4.350044266428171369e+01
4.514367197573371016e+00 4.350045963829084883e+01
4.514623697038080863e+00 4.350309428012149482e+01
4.514974713913770366e+00 4.350336742512359223e+01
4.514989767946974375e+00 4.350384402035943765e+01
4.515164917960836632e+00 4.350403523427647201e+01
4.515345224863570373e+00 4.350417403745346689e+01
4.515429489397380536e+00 4.350477548669432792e+01
4.515524338418595462e+00 4.350480229928988507e+01
4.516214999215421244e+00 4.350480250547616379e+01
4.516288456287900210e+00 4.350541708521097206e+01
4.516343638249948889e+00 4.350542631516846370e+01
4.516561135072523214e+00 4.351166888776545960e+01
4.516728815527464747e+00 4.351211269777069646e+01
4.516939427286038367e+00 4.351258418479622492e+01
4.516945174366024496e+00 4.351292505622276963e+01
4.516945547648571591e+00 4.351363511225572012e+01
4.517088538937959363e+00 4.351379634333731161e+01
4.517305635635179506e+00 4.351427476196936084e+01
4.517775392046304184e+00 4.351436791473145149e+01
4.517788589258537435e+00 4.351562355045743402e+01
4.517894323685878177e+00 4.351570068715101058e+01
4.517948140055644046e+00 4.353059908467429295e+01
4.517989342382308315e+00 4.353065987273517123e+01
4.518196845950303242e+00 4.354443745164696367e+01
4.518616549215209943e+00 4.354510098127249762e+01
4.518748460824141056e+00 4.354510632682087135e+01
4.519125804203759422e+00 4.354555868059677692e+01
4.519182588909891329e+00 4.354556061210921314e+01
4.519740674566708805e+00 4.354559218341206162e+01
4.519817239107765339e+00 4.354570412300466131e+01
4.520200070739107900e+00 4.354571346305171886e+01
4.520222326097752763e+00 4.354573201519311709e+01
4.520406228827241968e+00 4.354648682710025298e+01
4.521484805919440575e+00 4.354765570920105233e+01
4.522987614152534697e+00 4.354768437715846119e+01
4.523235954977136153e+00 4.354769306759615688e+01
4.523816319424837751e+00 4.354806739213649536e+01
4.524177657262377750e+00 4.354810179553400928e+01
4.524402719837883780e+00 4.354827033034598571e+01
4.524482829287063801e+00 4.354830761453795418e+01
4.524587860187985200e+00 4.354837709857933703e+01
4.524593627826107856e+00 4.354878719199985682e+01
4.524696035670984884e+00 4.355046009356746595e+01
4.524841243101144883e+00 4.355076624653252537e+01
4.525032777337095524e+00 4.355106746402701390e+01
4.525077081829049774e+00 4.355149967659895793e+01
4.525088230159239444e+00 4.355240992550055523e+01
4.525162512949338911e+00 4.355387088528097195e+01
4.525343301152771502e+00 4.355390920117117304e+01
4.525407701011141093e+00 4.355547662167582956e+01
4.525588744908711547e+00 4.355587219018809009e+01
4.526118556054063546e+00 4.355649921493512267e+01
4.526203534935378414e+00 4.355763528195186041e+01
4.526313301263082067e+00 4.355763530026741392e+01
4.526931615986771185e+00 4.355811576847556665e+01
4.527000774338550748e+00 4.355813808722377445e+01
4.527514457367352918e+00 4.355819524190209080e+01
4.527515818335382747e+00 4.355847240924544650e+01
4.527590707194862674e+00 4.355895995200871340e+01
4.528494633644064571e+00 4.356131614640104743e+01
4.528633434403277924e+00 4.356131614666694674e+01
4.528831734910786722e+00 4.357189165882515880e+01
4.529063141335520903e+00 4.357222134876256092e+01
4.529188409295143991e+00 4.357231192171431644e+01
4.529261622579538127e+00 4.357231412157955219e+01
4.529368458929968533e+00 4.357245440944268466e+01
4.529477199146019650e+00 4.357368615863470040e+01
4.529516145783371250e+00 4.357374496923387852e+01
4.529757463827515096e+00 4.357374533994646271e+01
4.530202648235980512e+00 4.357374544373194425e+01
4.530497286439559623e+00 4.357389923769120799e+01
4.530894899532865949e+00 4.357524977541336142e+01
4.531116029867474637e+00 4.357641169284092797e+01
4.531385590846668698e+00 4.357652658372774823e+01
4.531724789066237769e+00 4.357851456867233964e+01
4.532334670755363781e+00 4.357960859929617925e+01
4.532587871378002120e+00 4.357991536435895341e+01
4.532651758705923406e+00 4.358109548067842809e+01
4.532839978326848041e+00 4.358181016597620783e+01
4.533023427988022824e+00 4.358267774900718905e+01
4.533216142370426027e+00 4.358272768433953104e+01
4.533414742321317803e+00 4.358384988832444407e+01
4.533615803973003011e+00 4.359492734520652846e+01
4.533886019797335187e+00 4.359515682857054486e+01
4.534405217554355438e+00 4.359606819791778065e+01
4.534463366620216540e+00 4.359625624671983246e+01
4.534813662075225515e+00 4.359625826101711965e+01
4.534834946628938823e+00 4.359665131268100424e+01
4.534938288936366746e+00 4.359665470541857957e+01
4.535063529592552101e+00 4.360563353867065217e+01
4.535154793901069681e+00 4.360599827768966463e+01
4.535256770738087972e+00 4.360612329719753433e+01
4.535417446568621003e+00 4.360620102114579311e+01
4.535681485413546099e+00 4.360636010514804894e+01
4.535985526041065974e+00 4.360752558047262539e+01
4.536014354490211176e+00 4.360783658829520704e+01
4.536565051995092190e+00 4.360794290272692564e+01
4.536909780561225958e+00 4.360794888672766945e+01
4.537135084559690057e+00 4.360812306829259200e+01
4.537398023939215541e+00 4.360959512786462966e+01
4.537445182970797575e+00 4.360959679051637750e+01
4.537489744093597288e+00 4.360985689869890081e+01
4.537730768008435334e+00 4.360985801961409436e+01
4.537931495607145038e+00 4.360987714600165788e+01
4.537960040487406310e+00 4.361002276089693908e+01
4.538081727979852431e+00 4.361166619866440186e+01
4.539514854647287656e+00 4.361198358238750927e+01
4.539943319741770900e+00 4.361458879102540465e+01
4.540293445970276842e+00 4.361460901856426631e+01
4.540398104351967667e+00 4.361468347027678050e+01
4.540600324598926818e+00 4.361568829332561137e+01
4.540602103345229956e+00 4.363035052456351082e+01
4.540787168933206885e+00 4.364232971234919489e+01
4.541003236351730976e+00 4.364245690254822563e+01
4.541020717297564069e+00 4.365502735848624383e+01
4.541417762592626417e+00 4.365599415123472227e+01
4.541441930727143195e+00 4.365599767636756923e+01
4.541841456947745215e+00 4.365729651334337547e+01
4.541960287867579993e+00 4.366347947010927300e+01
4.541972620967439589e+00 4.366348420286474408e+01
4.541990652035516440e+00 4.366504731831265218e+01
4.542116513153559687e+00 4.366507781601777793e+01
4.542136086368688375e+00 4.366601088405380438e+01
4.542563691118045810e+00 4.366602909465797921e+01
4.542701088779753427e+00 4.366604489117861476e+01
4.543131371101964966e+00 4.366620405036579200e+01
4.543221412194868414e+00 4.366621945491835532e+01
4.543295738092597347e+00 4.366636632790323347e+01
4.543549352486901505e+00 4.366637333247494723e+01
4.543794475569036706e+00 4.366697782508501291e+01
4.543869346522265040e+00 4.366707273622359509e+01
4.543914189482220145e+00 4.366711227955170216e+01
4.544036212426268762e+00 4.366761479138035185e+01
4.544931806412032316e+00 4.366845258852838896e+01
4.545183476641382114e+00 4.366845299118320867e+01
4.545264187032026726e+00 4.366869025872234289e+01
4.545434811956568844e+00 4.366911787027285641e+01
4.545553471281195357e+00 4.366913996528359121e+01
4.545652453046736596e+00 4.366933418038331638e+01
4.545749895375942096e+00 4.366952164890032861e+01
4.545942399033570780e+00 4.367206109036533945e+01
4.546169554706883886e+00 4.367262394799445957e+01
4.546426486821218305e+00 4.367270321349244711e+01
4.546974803800996945e+00 4.367315013690799219e+01
4.547270514904675487e+00 4.367324369112619564e+01
4.547452504897496972e+00 4.367328596753846170e+01
4.547561561610855563e+00 4.367329894782672994e+01
4.547667477250658230e+00 4.367329894782672994e+01
4.547746065960803996e+00 4.367333932126370399e+01
4.548005509777206967e+00 4.367337412716039324e+01
4.548444095334822634e+00 4.367359266465601308e+01
4.549313042453838385e+00 4.367826962068996721e+01
4.549631492102243158e+00 4.367836395147632800e+01
4.550056509355143497e+00 4.367840165673208475e+01
4.550102703361604384e+00 4.368361667365964962e+01
4.550372238937367975e+00 4.368494398491876751e+01
4.550429887883771229e+00 4.368558603046863453e+01
4.550722530049370995e+00 4.368805243864455434e+01
4.550795866234992992e+00 4.368805518499416962e+01
4.550845920312839965e+00 4.368820919375730227e+01
4.550882673444492710e+00 4.368874873266383929e+01
4.550999801540807965e+00 4.368898542087730874e+01
4.551040142102868558e+00 4.368962809145057236e+01
4.551207856946801300e+00 4.368963233576099725e+01
4.551233293459013396e+00 4.368993548944609273e+01
4.551673830624014983e+00 4.369177749917346887e+01
4.552327623402052659e+00 4.369208585080569662e+01
4.552461876611769043e+00 4.369215509147380772e+01
4.552692936047010086e+00 4.369224689130742689e+01
4.552740581335573467e+00 4.369230101411255163e+01
4.552998171116822590e+00 4.369272181267128019e+01
4.553062941189779167e+00 4.369291424998569795e+01
4.553066914298857348e+00 4.369435920029369669e+01
4.553643655604522777e+00 4.369447052254415809e+01
4.553650937158067791e+00 4.369452278079821639e+01
4.553662363645351263e+00 4.369453045220816279e+01
4.553755901117891192e+00 4.369468831931189357e+01
4.554859254525479351e+00 4.369533757284466446e+01
4.554886052615088055e+00 4.370639192948518570e+01
4.555681491798668326e+00 4.370651234875413849e+01
4.555795154572058969e+00 4.370655219698189597e+01
4.555836951935128276e+00 4.370672970927348899e+01
4.555885088604286537e+00 4.370675091814255353e+01
4.556132152011946879e+00 4.370758945912098881e+01
4.556403040101578483e+00 4.370772773533162336e+01
4.556635676261014289e+00 4.370787568970369819e+01
4.556681168542760396e+00 4.370793065991282589e+01
4.556857649904073604e+00 4.371137138444992587e+01
4.557049872953101932e+00 4.371145029968430151e+01
4.557058708497390143e+00 4.371187147350852342e+01
4.557737123325301454e+00 4.371187149447409581e+01
4.558007035286554931e+00 4.371214969998764843e+01
4.558177773066462990e+00 4.371418547948452016e+01
4.558283808193139386e+00 4.371440979853178987e+01
4.558474087732929725e+00 4.371473376976523895e+01
4.558595881454768239e+00 4.371643888686750756e+01
4.558783160366163933e+00 4.371665871767412881e+01
4.559267403720436818e+00 4.371855240403782972e+01
4.559530593519639297e+00 4.371920584058680959e+01
4.559792947095703042e+00 4.371920584058680959e+01
4.561790550762502505e+00 4.371945937003152949e+01
4.561882422645543222e+00 4.371946049876071072e+01
4.561889783478942917e+00 4.371962370257604391e+01
4.561929211850033639e+00 4.372066932352009161e+01
4.562095424711047897e+00 4.372068743366637733e+01
4.562268741478524348e+00 4.372074942377611961e+01
4.562673055994515003e+00 4.372164156369331067e+01
4.562794288137465237e+00 4.372453004287999789e+01
4.563076892315562461e+00 4.372465811086600240e+01
4.563180286938979258e+00 4.372465855049703265e+01
4.563341999934769078e+00 4.372465857360496244e+01
4.563469744324223143e+00 4.372724901727337254e+01
4.563570060974210918e+00 4.372729738040005287e+01
4.563883730932145610e+00 4.372733141748256003e+01
4.564126093963545294e+00 4.372733141748256003e+01
4.564236191917899532e+00 4.372830106988444498e+01
4.564517594407695888e+00 4.372874820515090732e+01
4.564695072874364712e+00 4.373163895633054921e+01
4.565365327708602372e+00 4.373212005506727706e+01
4.565385616304912020e+00 4.373212178904435632e+01
4.565487821788465794e+00 4.373241187619429127e+01
4.565615928295309267e+00 4.373254045896295850e+01
4.566320556818150855e+00 4.373256409093342256e+01
4.566635694024506087e+00 4.373257940382934805e+01
4.567266585949088409e+00 4.373260488017484704e+01
4.567504191977424632e+00 4.373847937935518360e+01
4.567536662764227096e+00 4.373850953305699818e+01
4.567859282188210024e+00 4.373853694628107291e+01
4.567918765507951839e+00 4.373854686761281840e+01
4.568280602909731591e+00 4.373858630850256901e+01
4.568719364925429183e+00 4.374141130961068313e+01
4.568752966232247914e+00 4.374141699863449873e+01
4.569405348324037774e+00 4.374316780170646268e+01
4.569581193373221772e+00 4.374369681976441626e+01
4.569970119237159345e+00 4.374369681976441626e+01
4.570256046416636408e+00 4.374370441325955738e+01
4.570627058591239411e+00 4.374405100782264810e+01
4.570735085519634922e+00 4.374405237871229701e+01
4.571082956073972525e+00 4.374406931960504608e+01
4.571466412897078335e+00 4.374436410098277861e+01
4.571888108571916298e+00 4.374441233243511817e+01
4.572032349787964911e+00 4.375880345354109835e+01
4.572170449689299865e+00 4.375880878760423087e+01
4.572422682030544472e+00 4.375880943773903908e+01
4.572611902258187477e+00 4.375894985263566639e+01
4.572656726240466263e+00 4.375971392160953854e+01
4.572986495066380108e+00 4.375972748903551945e+01
4.573145406578498218e+00 4.376015038523750178e+01
4.573190544406044999e+00 4.376028509502398123e+01
4.573210967010497008e+00 4.376031409985289855e+01
4.573427405079615760e+00 4.376070664776292318e+01
4.573471343545766565e+00 4.376071703235313493e+01
4.574592555853982390e+00 4.376198724352671832e+01
4.574668443259905182e+00 4.376254424428718437e+01
4.575179837133310556e+00 4.376363772629185434e+01
4.575282717367990415e+00 4.376371207033095345e+01
4.575900036189199938e+00 4.376383855532517941e+01
4.576546064977923045e+00 4.376397338303432605e+01
4.576761886727842565e+00 4.376415364064042990e+01
4.577733399331387787e+00 4.376417070293673817e+01
4.577834824033372385e+00 4.376417865476174285e+01
4.577847884974870496e+00 4.376417865476174285e+01
4.578034068395085754e+00 4.376418235795428302e+01
4.578387602227357078e+00 4.376424707866353714e+01
4.578731497586959520e+00 4.376490502920923831e+01
4.578780258936928860e+00 4.376502080075508871e+01
4.578853525142018377e+00 4.376626756988682843e+01
4.578867851411985157e+00 4.376643419171892191e+01
4.579042290429820916e+00 4.376662914303344110e+01
4.579346707424002183e+00 4.376670044382503733e+01
4.579466289859032813e+00 4.376889646115088084e+01
4.579538015910260995e+00 4.376890995787621108e+01
4.580833618756234848e+00 4.376890995788064487e+01
4.581083484199394817e+00 4.376928695340635045e+01
4.581108512288690982e+00 4.376935853841153090e+01
4.581147632041884243e+00 4.376946408119195553e+01
4.581284241678558189e+00 4.377012968932935166e+01
4.581962270459837505e+00 4.377029779472056248e+01
4.582091319821215869e+00 4.377031241044701915e+01
4.582525176250103804e+00 4.377129224266209206e+01
4.582810026040809781e+00 4.377130045735708563e+01
4.583182837259286657e+00 4.377186612560785051e+01
4.583293646343169492e+00 4.377188748234517135e+01
4.583455454339915747e+00 4.377195621126588776e+01
4.583710466159963026e+00 4.377199074770674514e+01
4.583851619341432482e+00 4.378122008681735622e+01
4.583919318343077975e+00 4.378122610381171143e+01
4.584123767759071377e+00 4.378167602530725588e+01
4.584227036429761704e+00 4.378180869265996478e+01
4.584340963787680856e+00 4.378187393917108494e+01
4.585695896420256545e+00 4.378192440495254090e+01
4.585770266571454812e+00 4.378206286039035433e+01
4.585819258644396434e+00 4.378241613186699510e+01
4.586379081555674198e+00 4.378796700566016398e+01
4.586657339947227463e+00 4.378810982088255344e+01
4.586765527851818014e+00 4.378874542229934264e+01
4.587005326336680788e+00 4.378946290725369295e+01
4.587069104307375689e+00 4.379086796644347856e+01
4.587095829136606184e+00 4.379096382015320899e+01
4.587463940236264470e+00 4.379112183467975683e+01
4.587857072250063339e+00 4.379112183467975683e+01
4.588049881917456219e+00 4.379112480181825617e+01
4.588269664433704875e+00 4.379112917523491433e+01
4.588513484585909907e+00 4.379115516544834463e+01
4.588591067348737340e+00 4.379121469359485275e+01
4.588652463902970879e+00 4.379124452654075839e+01
4.588852829045581672e+00 4.379232387931661208e+01
4.589279270345619999e+00 4.379315894305641166e+01
4.589625647498190908e+00 4.379416564339766893e+01
4.589630549484941646e+00 4.379482069345242223e+01
4.589908851409751023e+00 4.379483145711289183e+01
4.591286737135249929e+00 4.379491871986333962e+01
4.591659823127740125e+00 4.379498350984705723e+01
4.592368664025533675e+00 4.379795123017335357e+01
4.592656376702655585e+00 4.379810896357331274e+01
4.592867555759491793e+00 4.380570978098774049e+01
4.592885415212486500e+00 4.380587444904384853e+01
4.593246821384143530e+00 4.380589686163097696e+01
4.593507366360286781e+00 4.380601452846164534e+01
4.593718429006433013e+00 4.380601726729623380e+01
4.593773466217289325e+00 4.380772992811827748e+01
4.594217837330583976e+00 4.380772992811827748e+01
4.594508127551822696e+00 4.381193853534899318e+01
4.594562184563804053e+00 4.381193853534899318e+01
4.594582811949244672e+00 4.381313748667321306e+01
4.594594333555608756e+00 4.381313749735197405e+01
4.594607066570986831e+00 4.381380835814883312e+01
4.594619916948521343e+00 4.381394174017000864e+01
4.594657404537492162e+00 4.381414665625079152e+01
4.594694496048306043e+00 4.381416047877777942e+01
4.595016090939068043e+00 4.381419947000753012e+01
4.595035070289678281e+00 4.381429637241596708e+01
4.595263490814359031e+00 4.381430600410813980e+01
4.595352435121446533e+00 4.381615708339371906e+01
4.595639538956483250e+00 4.381718255943193441e+01
4.595870398949228885e+00 4.381725976655535959e+01
4.595941724941122075e+00 4.381730091167903396e+01
4.596380026955388054e+00 4.381829947141810777e+01
4.597024013920059993e+00 4.381833334427358295e+01
4.597245374410346308e+00 4.381872558545673257e+01
4.597325169072021822e+00 4.381949601909136049e+01
4.597562722841801452e+00 4.382035462444737561e+01
4.597607322040963673e+00 4.382035675990456269e+01
4.597788350657839196e+00 4.382073533013164024e+01
4.598193612210340397e+00 4.382079128341670327e+01
4.598305601432508993e+00 4.382108500615724012e+01
4.598349707224229199e+00 4.382118436725002653e+01
4.598453788468043868e+00 4.382118545997450809e+01
4.598489929993806236e+00 4.382119138304437200e+01
4.598580251726869683e+00 4.382127991880338413e+01
4.599126801056362623e+00 4.382179020753410725e+01
4.599377718472996257e+00 4.382181735813407641e+01
4.599484635450462378e+00 4.382184951996871547e+01
4.599668254332573092e+00 4.382304150068230086e+01
4.599915226655553191e+00 4.382332727029020703e+01
4.599990547825065335e+00 4.382391291503727615e+01
4.600161644946739514e+00 4.382391291636631081e+01
4.600340686352756059e+00 4.382516802279796764e+01
4.600350749722466936e+00 4.382517071258956776e+01
4.600584113927455476e+00 4.382603677249087326e+01
4.600690903257281583e+00 4.382609407183488059e+01
4.600753554357569719e+00 4.382644987656370006e+01
4.600814854787742547e+00 4.382647223392825708e+01
4.600941384937534018e+00 4.383455199861618468e+01
4.601009887184866365e+00 4.383455497553922697e+01
4.601198620572538367e+00 4.383455514501820005e+01
4.601535493885402062e+00 4.383498840147097297e+01
4.601599982514060549e+00 4.383499276907394204e+01
4.601674438212326024e+00 4.383511188299817007e+01
4.602145134405749793e+00 4.383511189334915059e+01
4.602228418262741094e+00 4.383544640050173768e+01
4.602296992323577918e+00 4.383544656842480691e+01
4.602394797012839156e+00 4.383569302952711411e+01
4.602467633304334171e+00 4.384491134701168846e+01
4.602835988093112896e+00 4.384536828287544807e+01
4.602938526418048681e+00 4.384585601932710830e+01
4.603069134181589916e+00 4.384594518295252641e+01
4.603108746418433483e+00 4.384595405722311767e+01
4.603142638916622786e+00 4.384602752636122602e+01
4.603502457550734839e+00 4.384618752700874467e+01
4.603917699393754503e+00 4.384711512113106835e+01
4.604237017985460589e+00 4.384803442429281972e+01
4.604653019835398098e+00 4.384811563194693207e+01
4.604755275746083676e+00 4.384813861421420711e+01
4.604836067740321504e+00 4.384844410929238734e+01
4.604929640385712730e+00 4.384938387997610221e+01
4.605330584519022885e+00 4.384938395728168814e+01
4.605631794463437068e+00 4.384991485051147464e+01
4.605819537419121978e+00 4.384991827235977979e+01
4.605972439954055808e+00 4.384996952710618956e+01
4.606115520829741961e+00 4.385105563682539298e+01
4.606125336530250358e+00 4.385106034483415982e+01
4.606245548035656334e+00 4.385113242971188185e+01
4.606353824013973863e+00 4.385118119434313400e+01
4.606456967806225045e+00 4.385118860001028196e+01
4.606802762259918360e+00 4.385157721128427255e+01
4.606952700605333462e+00 4.385178226366009113e+01
4.606965141854730383e+00 4.385215738151779163e+01
4.607110683726473255e+00 4.385304776983890918e+01
4.607124478509759591e+00 4.385443354550847062e+01
4.607163791375485928e+00 4.385464459759969458e+01
4.607177600048137478e+00 4.385511295058396541e+01
4.607356336888345005e+00 4.385546972455023962e+01
4.607712331329553379e+00 4.385548679756366397e+01
4.607913835995244511e+00 4.385714240641549111e+01
4.608057736734245680e+00 4.385714240641836881e+01
4.609064668418420219e+00 4.385720556241132329e+01
4.609087487902471025e+00 4.385723868386430979e+01
4.609743018172913764e+00 4.385750831546430106e+01
4.609768584265992786e+00 4.385817744628506176e+01
4.610034013900720318e+00 4.385829454356194645e+01
4.610095873171113467e+00 4.385838237880873436e+01
4.610288740908306870e+00 4.385843714555466732e+01
4.611099248009719709e+00 4.385851217585637585e+01
4.612396745627375338e+00 4.385858265016579338e+01
4.612435005991400772e+00 4.386600468471022651e+01
4.612469261552311295e+00 4.386601412980191128e+01
4.612537359818335680e+00 4.386634571992740916e+01
4.612633006333202168e+00 4.386635312043323154e+01
4.612822458717801055e+00 4.386637226028789627e+01
4.614022011046133187e+00 4.386648436345181068e+01
4.614099608038362277e+00 4.386650235386375130e+01
4.614635238098249381e+00 4.386651621085310637e+01
4.614905751852556470e+00 4.386702138191773770e+01
4.614925768079399582e+00 4.386743710123879225e+01
4.615045690535351852e+00 4.386818539304191944e+01
4.615208278340574566e+00 4.386901335009864056e+01
4.615760931926026878e+00 4.386919334783927837e+01
4.615781840616211440e+00 4.387108053356134718e+01
4.615804558847171890e+00 4.387259899932245588e+01
4.615919379761425745e+00 4.387272667329474984e+01
4.616203361663663962e+00 4.387378592971244728e+01
4.616518262055627098e+00 4.387777111594687796e+01
4.616712596871987984e+00 4.389175146525273163e+01
4.617146938763126762e+00 4.389294651468801334e+01
4.617323435448128954e+00 4.389294651468801334e+01
4.617369614059327887e+00 4.389294651648501144e+01
4.617542021284825715e+00 4.389410140660023529e+01
4.617967473479738238e+00 4.389429918993516822e+01
4.618944234678724392e+00 4.389429918993516822e+01
4.619000391095170244e+00 4.389429918993516822e+01
4.619025419764431817e+00 4.389437465789004023e+01
4.619219726454669050e+00 4.389440619307457325e+01
4.619304179511225961e+00 4.389483049025866990e+01
4.619349254882511246e+00 4.389483860398755155e+01
4.619375362935469020e+00 4.389485514700186997e+01
4.619692005028575466e+00 4.389485807738657996e+01
4.619744686842240711e+00 4.389494824128430395e+01
4.619888858662471343e+00 4.389494949431254156e+01
4.620075350446914086e+00 4.389559549370856928e+01
4.620558046418226539e+00 4.389560785177997104e+01
4.620673485588462803e+00 4.389657460350527174e+01
4.621038677626942537e+00 4.389665909505794872e+01
4.621149699355584950e+00 4.389706083054316821e+01
4.621497043046089104e+00 4.389718234326244328e+01
4.621576657056897020e+00 4.389788745312062446e+01
4.621673679530035272e+00 4.389793202126722349e+01
4.621753760997883376e+00 4.390643768984374873e+01
4.621864493584924460e+00 4.390644828892990148e+01
4.622188305035913380e+00 4.390665422964929121e+01
4.623064501355039546e+00 4.390753822159297926e+01
4.623077643341841458e+00 4.392022256770638222e+01
4.623543431465112263e+00 4.392035406167483558e+01
4.623812128324171766e+00 4.392059030523997620e+01
4.623850509184866731e+00 4.392261188047307030e+01
4.623905316768942342e+00 4.392336175763627892e+01
4.624443303630056512e+00 4.392375148378670957e+01
4.624484964415597865e+00 4.392390104089230363e+01
4.624627535431806713e+00 4.392391101433751288e+01
4.624804725932804672e+00 4.392720540700549492e+01
4.625273794417928741e+00 4.392727488072672060e+01
4.625902320145001134e+00 4.392736727159614674e+01
4.625981632642008456e+00 4.392737304146469768e+01
4.626164002359804961e+00 4.392768308687966083e+01
4.626647279078978769e+00 4.392785030651570111e+01
4.626816173728172110e+00 4.392800885918535414e+01
4.626860122411290632e+00 4.392808325571188988e+01
4.627219480436894905e+00 4.392815722507283738e+01
4.627263970308004737e+00 4.392894596941249574e+01
4.627749600958248166e+00 4.392902780636145366e+01
4.627776624997510524e+00 4.392945657699515749e+01
4.627881662221209780e+00 4.392947037104911345e+01
4.627896928425607292e+00 4.392958590701683619e+01
4.627988877891175079e+00 4.392976427297538322e+01
4.628047086275703492e+00 4.392978152170991279e+01
4.628087050938802349e+00 4.392978257613576432e+01
4.628092373048680486e+00 4.392978906293383545e+01
4.628556699726805057e+00 4.392980468769893321e+01
4.628614199302122145e+00 4.392990465489780405e+01
4.628843698932658235e+00 4.393151682406588776e+01
4.628888793150260916e+00 4.393160236033503452e+01
4.629269460443786954e+00 4.393241817977200014e+01
4.629471064651361267e+00 4.393349202493251937e+01
4.629518851101463994e+00 4.393408966911237457e+01
4.629582526118820596e+00 4.393415112069479989e+01
4.629641815452820275e+00 4.393423085684173657e+01
4.629645485323197640e+00 4.393426640582850951e+01
4.629650486897733508e+00 4.393436573895040453e+01
4.629653285344520697e+00 4.393468755910536316e+01
4.629926232520494622e+00 4.393477933745627695e+01
4.630326076090727661e+00 4.393506357393075490e+01
4.630719132534112603e+00 4.393511517968140367e+01
4.631176892334143425e+00 4.393524735256590930e+01
4.631648947100732272e+00 4.393526012737886788e+01
4.631960613570400120e+00 4.393526324984372877e+01
4.632223296745086039e+00 4.394974537309009577e+01
4.632324868483357783e+00 4.394974562744849322e+01
4.633276175608274983e+00 4.394993760357683499e+01
4.633374792423904154e+00 4.395938214636180419e+01
4.633530766266431122e+00 4.396059401760330587e+01
4.633929763444565531e+00 4.396060442950225422e+01
4.634093061617122977e+00 4.396060608249573676e+01
4.634672708808963648e+00 4.396076172948318828e+01
4.635013168954825069e+00 4.396181550356610046e+01
4.635164792200903605e+00 4.396219509996799957e+01
4.635310272528922582e+00 4.396224235130499380e+01
4.635482440662555881e+00 4.396241474038555452e+01
4.635698040368382067e+00 4.396249704780048262e+01
4.635859637935837441e+00 4.396254257484641670e+01
4.636098468166679254e+00 4.396270297666752924e+01
4.636263891494150968e+00 4.396308590259424420e+01
4.636425851115568264e+00 4.396320064933293992e+01
4.637059373347947044e+00 4.396333678253752453e+01
4.637380590060906194e+00 4.396353558564659636e+01
4.637454737382116221e+00 4.396355727950140135e+01
4.637613018875686777e+00 4.396364229069941842e+01
4.637663526450745088e+00 4.396367159695839888e+01
4.638456316734707485e+00 4.396422192553669106e+01
4.638581012813720150e+00 4.396424298382392237e+01
4.638728522731005555e+00 4.396424440275214351e+01
4.639084507460971452e+00 4.396463213228233258e+01
4.639185282002682875e+00 4.396463813321440028e+01
4.639339596188910342e+00 4.396534150971915267e+01
4.639362696804502306e+00 4.396536914012260411e+01
4.639849520138358940e+00 4.396538385873181198e+01
4.640175851022986464e+00 4.396573180529501457e+01
4.641381093347759723e+00 4.396573242160432926e+01
4.641462786227612547e+00 4.396586159839479535e+01
4.641631258020220585e+00 4.396588963793897165e+01
4.641903566719105534e+00 4.396604357813107811e+01
4.642645388298480391e+00 4.396610587921512803e+01
4.643250404112998275e+00 4.396623508634705502e+01
4.643401861808801101e+00 4.396757468007599812e+01
4.643549055702163919e+00 4.396770171657014714e+01
4.643845427145153693e+00 4.396846846784754348e+01
4.644065942512149547e+00 4.396846846877534176e+01
4.644381272160209129e+00 4.396854680589954967e+01
4.644540447642041769e+00 4.396854680983320662e+01
4.644907749425265742e+00 4.396859443805752932e+01
4.645849040430642063e+00 4.396978171102696109e+01
4.646045585389289911e+00 4.396979003083873749e+01
4.646213528561758288e+00 4.397331666621033719e+01
4.646623416272642082e+00 4.397331666621033719e+01
4.646744973110330079e+00 4.397393703939228971e+01
4.647046477834799738e+00 4.397403498626859886e+01
4.647128992779330225e+00 4.397403498626859886e+01
4.647183133208093508e+00 4.397426738853084061e+01
4.647555056292260289e+00 4.397432505802989766e+01
4.647753433982647842e+00 4.397478678179223266e+01
4.647799041690803712e+00 4.398233547573248359e+01
4.648297984589166987e+00 4.399166186548455215e+01
