# mfp(m) k_l(Wm-1K-1)
1.658339438890408005e-09 5.675783342182781459e-03
1.658927095541307368e-09 5.676446528871814320e-03
1.659311581546533205e-09 5.686703521324451040e-03
1.659779810157482173e-09 5.688448518890287103e-03
1.659916090633270604e-09 5.689460053545974429e-03
1.659924776006089919e-09 5.691593664169156304e-03
1.659980098505015924e-09 5.693508811533684773e-03
1.660053958900649805e-09 5.696395301515176472e-03
1.660722009310151107e-09 5.698446125351161982e-03
1.660989796495785208e-09 5.703609126536678814e-03
1.661104338717002214e-09 5.706286518432995836e-03
1.661347794688482599e-09 5.707805127471610347e-03
1.661390312527288156e-09 5.709951453005876303e-03
1.661585539331970212e-09 5.711652117086999172e-03
1.661620642250709492e-09 5.714534462724450183e-03
1.661748089560731884e-09 5.716309639705144906e-03
1.661794416951881784e-09 5.720706413035060896e-03
1.661978025254732208e-09 5.723097592226150838e-03
1.662479429943753968e-09 5.727575688396745364e-03
1.662929518403830204e-09 5.728856001909674728e-03
1.662942458308209107e-09 5.730004275616784083e-03
1.663309779994460134e-09 5.731894713483906903e-03
1.664269550273983047e-09 5.733149029617465482e-03
1.664793716524589307e-09 5.734420200095916888e-03
1.664854639197026709e-09 5.736774658908178927e-03
1.664867812221387358e-09 5.739118260021225555e-03
1.665120766027131602e-09 5.740930219599307480e-03
1.665159477445398703e-09 5.747662435259398572e-03
1.665859594620834500e-09 5.749763070018637338e-03
1.666472172015446122e-09 5.753974562210655876e-03
1.666993159786184838e-09 5.756303612390637273e-03
1.667107918226747779e-09 5.758180093633902610e-03
1.667336897404284488e-09 5.764394593228658846e-03
1.668002855900679363e-09 5.765649162560551252e-03
1.668034492890385391e-09 5.766354307339947340e-03
1.668097581876834587e-09 5.766880499532987293e-03
1.668665784714966515e-09 5.768050926430422221e-03
1.669119792440635706e-09 5.768733780311576485e-03
1.669300043494394499e-09 5.770254418910332472e-03
1.669377204170079080e-09 5.771964317714070418e-03
1.669380635923812384e-09 5.774191319351192758e-03
1.669438278451889056e-09 5.775569501393040296e-03
1.669478347020079775e-09 5.785873512462454821e-03
1.669748966940092766e-09 5.792024978920475714e-03
1.669858159495081648e-09 5.793716339091592449e-03
1.670294934853458534e-09 5.795581225491616868e-03
1.670331354875946791e-09 5.797085544447739061e-03
1.670579926687416615e-09 5.801660855695292551e-03
1.670979295981557760e-09 5.803717652371291440e-03
1.671521328461938057e-09 5.806446159150946591e-03
1.671761746421121566e-09 5.808968590315109586e-03
1.671969467330078618e-09 5.810831013849343356e-03
1.672174437565475476e-09 5.813241060801123926e-03
1.672211361734450111e-09 5.815615955057112929e-03
1.673155793154588616e-09 5.816221707106230231e-03
1.673361211390851790e-09 5.821486793964401885e-03
1.673406001500191180e-09 5.824608037344681383e-03
1.673628327548972177e-09 5.826704139898170563e-03
1.674606632424696074e-09 5.829238186096855415e-03
1.674631116406335399e-09 5.839857729268417737e-03
1.674978825599609761e-09 5.841554113739290226e-03
1.675079330979880928e-09 5.842986659203418948e-03
1.675629034005678730e-09 5.844653448314920778e-03
1.676080610845421904e-09 5.849161079992781787e-03
1.676241574034849879e-09 5.852581083756425336e-03
1.676279999721120736e-09 5.853838230191176981e-03
1.676518782082056471e-09 5.854574655247806077e-03
1.676818585859623060e-09 5.859494134538356831e-03
1.676952077666399669e-09 5.862458717162816191e-03
1.677510120226238910e-09 5.863483288973231691e-03
1.677750027523251933e-09 5.865408711367610557e-03
1.677985814572171623e-09 5.869467990732847931e-03
1.678078463624009604e-09 5.871371842186304431e-03
1.678490308051367201e-09 5.877759834986429587e-03
1.678825298735071719e-09 5.880060727432022925e-03
1.678971942536397769e-09 5.883151555419347326e-03
1.679182121986167067e-09 5.884623070779480651e-03
1.679301222846841792e-09 5.895138395072638954e-03
1.679474427001388676e-09 5.900409258045400708e-03
1.679611396086295419e-09 5.911205195301716744e-03
1.679997925167964555e-09 5.917234503243665872e-03
1.680626491458688646e-09 5.919243262177669579e-03
1.681096907778734888e-09 5.920565752486809004e-03
1.681195898882870333e-09 5.922594511838981564e-03
1.681338203080311157e-09 5.924852398020703619e-03
1.681389329836857686e-09 5.928173105633201961e-03
1.681633564486981107e-09 5.930168345466517790e-03
1.682061183012018518e-09 5.931647777082550178e-03
1.682096500403255236e-09 5.934039794898865808e-03
1.682319789555193482e-09 5.936229884152138987e-03
1.682520104431611372e-09 5.938729506755766920e-03
1.682646277565058776e-09 5.943847067928150450e-03
1.682709695226694285e-09 5.944525868088045874e-03
1.682778760702320089e-09 5.946154213440004756e-03
1.682780737279500823e-09 5.951074467081040285e-03
1.682869394094541315e-09 5.961803634262082853e-03
1.682872864319401214e-09 5.965458984201327079e-03
1.682918357717560277e-09 5.967771440396783464e-03
1.683310915629482061e-09 5.970769975627896083e-03
1.683433353092387919e-09 5.972990422877891628e-03
1.683458188924570592e-09 5.975016514618796022e-03
1.683486695444917710e-09 5.977215012607269527e-03
1.683654874593632816e-09 5.982367419489125447e-03
1.683711860033616189e-09 5.984415504526632151e-03
1.683774474402429265e-09 5.985946640195849260e-03
1.684206546073255402e-09 5.987740633189811423e-03
1.684400950510459760e-09 5.988425075471555566e-03
1.684606095230087849e-09 5.989916257867160428e-03
1.684759852646837583e-09 5.992227543997146952e-03
1.685656715831647280e-09 5.994991548363904493e-03
1.685692257889553651e-09 6.005726387321040118e-03
1.685822912191392948e-09 6.008263032240616225e-03
1.685988028245578457e-09 6.009829544806863204e-03
1.686198756654671588e-09 6.021612433626517477e-03
1.686635770303060215e-09 6.024090798456847688e-03
1.687621439499545817e-09 6.026209153799786528e-03
1.687928684014510270e-09 6.028460224353786659e-03
1.688315509173092433e-09 6.030086507452693187e-03
1.688801342601173840e-09 6.032012608648980832e-03
1.688835900560156648e-09 6.033848747788089772e-03
1.689341104085899808e-09 6.036108274601182169e-03
1.689346875250090200e-09 6.037998197634539092e-03
1.689405880968688996e-09 6.039048428538012353e-03
1.689670278992075279e-09 6.041337798821661519e-03
1.689926553708758277e-09 6.047171218335106561e-03
1.690245458525268562e-09 6.048245808324151374e-03
1.690491571322675433e-09 6.050396863840349498e-03
1.690773481487547575e-09 6.052690899736729024e-03
1.691274937532662276e-09 6.054563049763574123e-03
1.691689715252236371e-09 6.056831049460940919e-03
1.691733014047683503e-09 6.058396598832981213e-03
1.692520145039687286e-09 6.060309236915165272e-03
1.692800587116493185e-09 6.062248133633928691e-03
1.693354769390816117e-09 6.064335353308404793e-03
1.693380096376002239e-09 6.065295934812632746e-03
1.693450968134264720e-09 6.068758195222855728e-03
1.693482621734466756e-09 6.070562655665290991e-03
1.693619938620086684e-09 6.072465763017113882e-03
1.693742989823270036e-09 6.074824676603033519e-03
1.694437397532300814e-09 6.077552292193916586e-03
1.694717491268205090e-09 6.080930462219922943e-03
1.695282900439417838e-09 6.081830565562594895e-03
1.695469851312685683e-09 6.084836963058560567e-03
1.695744380042862896e-09 6.086619853040470436e-03
1.695797780420976318e-09 6.090154978418226180e-03
1.695911856494855451e-09 6.091851443944842383e-03
1.695912118014164676e-09 6.093779470893740356e-03
1.696002886204916429e-09 6.096529164053009729e-03
1.697095903445477944e-09 6.097182665011932276e-03
1.697340595394509025e-09 6.100141452832462396e-03
1.697980290766728612e-09 6.103850559304512501e-03
1.698249327064309450e-09 6.104150744946514225e-03
1.698456855561508083e-09 6.106239381833310914e-03
1.698543229286744001e-09 6.107873192074212212e-03
1.698620420137199777e-09 6.109763917768697671e-03
1.698630781434353636e-09 6.111294763037751661e-03
1.699037081977205039e-09 6.113065718811662962e-03
1.699292376954401723e-09 6.115006455349719823e-03
1.699451109366510078e-09 6.117514773585376424e-03
1.699525586962993791e-09 6.128507841193304301e-03
1.699984182273312524e-09 6.132109213596635341e-03
1.701210167158881606e-09 6.133535745795238789e-03
1.701775381707217225e-09 6.135768116130479143e-03
1.702012604067948935e-09 6.137059047997592276e-03
1.702494155610218978e-09 6.140428319313018593e-03
1.702522854020091479e-09 6.142731190578146379e-03
1.702618825570234840e-09 6.143127063357773851e-03
1.702646379508425083e-09 6.145569448944257669e-03
1.702731452193921853e-09 6.147320844276039226e-03
1.703032037505135437e-09 6.152250840434435319e-03
1.703365728011744514e-09 6.153322015145501304e-03
1.703499352726141792e-09 6.158714071035207259e-03
1.703570867870957964e-09 6.160199333855190772e-03
1.703826364029910017e-09 6.162409965795646351e-03
1.704050119787303783e-09 6.167286847655818922e-03
1.704357509981582998e-09 6.169579053058505194e-03
1.704383291547933930e-09 6.174961396269182043e-03
1.704989787580977732e-09 6.176253852623737710e-03
1.705157131676088125e-09 6.184854523518456063e-03
1.705455614081197172e-09 6.186849927778062183e-03
1.706116304116065780e-09 6.187500062586479693e-03
1.706725491149406058e-09 6.189741355772954839e-03
1.707234089413104528e-09 6.191038849697559111e-03
1.707587236254582645e-09 6.196435607169771195e-03
1.707600428364860415e-09 6.198718442871062502e-03
1.707933132092988634e-09 6.199659894619275954e-03
1.708035818334071501e-09 6.202923478353061966e-03
1.708049995980910050e-09 6.203686406252759654e-03
1.708585834196528810e-09 6.215679778781883595e-03
1.708599277699484956e-09 6.217610101665488678e-03
1.708642228189364312e-09 6.218775077856437614e-03
1.709727765677232744e-09 6.220914024507485582e-03
1.709993056610574076e-09 6.225093096666490904e-03
1.710171806367477386e-09 6.227266454347140170e-03
1.710377173613770995e-09 6.227817215938140707e-03
1.710459355535153624e-09 6.229422270894470134e-03
1.710472015985739110e-09 6.231715919680419144e-03
1.710782719570486135e-09 6.233783852399928105e-03
1.710824074084852605e-09 6.234459531906974550e-03
1.710958238217610108e-09 6.237272372769161327e-03
1.711235009287470010e-09 6.240381176082824242e-03
1.711444058521750623e-09 6.243133392032465187e-03
1.711533886440747644e-09 6.245181613553692918e-03
1.711703842664005408e-09 6.247252903883743040e-03
1.711811575310932634e-09 6.249983139338895211e-03
1.711999164991265577e-09 6.252735138013484906e-03
1.712022863600664443e-09 6.254955775012566686e-03
1.712219765149242403e-09 6.256433544734920846e-03
1.712351288354420273e-09 6.257023535183446616e-03
1.712361006887216392e-09 6.259350448363845514e-03
1.712610464575748004e-09 6.261262604706743090e-03
1.712628864142465498e-09 6.266248862197911461e-03
1.712730082309542537e-09 6.268163423662667655e-03
1.712773675914444035e-09 6.269413255482509870e-03
1.713212480920512441e-09 6.272171662612083254e-03
1.713238907493646543e-09 6.274023819945315737e-03
1.713694940461521893e-09 6.276692152816686771e-03
1.713950415470010175e-09 6.278726491049694061e-03
1.713964966277846844e-09 6.281563187191811955e-03
1.714019612861792383e-09 6.284033325383409085e-03
1.714175708866083328e-09 6.286797944757637792e-03
1.714569692163543696e-09 6.287980978204376313e-03
1.714574554327037627e-09 6.299003433903845213e-03
1.714847098358021497e-09 6.301107428166455651e-03
1.715063583714772275e-09 6.303184388294903046e-03
1.715994902962942029e-09 6.308432886194198855e-03
1.716182812460219881e-09 6.314161338244961980e-03
1.716229142363020579e-09 6.317170938598868322e-03
1.716274244985942373e-09 6.319707188185209532e-03
1.716325202359877763e-09 6.320390700141195403e-03
1.716363642051855773e-09 6.322570638174522355e-03
1.717076450234905578e-09 6.325425858153153544e-03
1.717650386107281460e-09 6.328161287138625059e-03
1.717676212999260409e-09 6.330117257340542661e-03
1.718015818818294760e-09 6.332699187667008463e-03
1.718443019681159018e-09 6.334799934809663170e-03
1.718505576585153845e-09 6.339155439897020683e-03
1.718876912037869093e-09 6.341357000605486738e-03
1.718908783114851328e-09 6.346108380748075040e-03
1.719468086169361562e-09 6.348299131633942417e-03
1.719734693887137408e-09 6.349575260805069912e-03
1.720013366790967969e-09 6.351549341457955397e-03
1.720560448117545004e-09 6.352826589780989457e-03
1.720658827417849105e-09 6.354602155751040531e-03
1.721095364476742619e-09 6.357187244596852575e-03
1.721146068955477749e-09 6.360980700541663327e-03
1.722316221314567443e-09 6.367549828088021890e-03
1.722503703044650145e-09 6.369091330250781918e-03
1.722714186498427205e-09 6.371461444490753370e-03
1.722780534385211581e-09 6.372610507898945030e-03
1.722942282952239526e-09 6.377870758842847827e-03
1.723461237856789616e-09 6.380875782838290114e-03
1.723852202343888929e-09 6.382440801140468710e-03
1.723888697329994499e-09 6.384839433776397406e-03
1.724020065905845683e-09 6.387394388616072713e-03
1.724707958496993537e-09 6.389509874591948156e-03
1.725028167702757005e-09 6.392148253285669622e-03
1.725372502240487531e-09 6.394838426466343054e-03
1.726206268362738571e-09 6.396029982357815877e-03
1.726408448644819414e-09 6.400235463745601594e-03
1.726705184554791833e-09 6.401890878117894729e-03
1.726720352793140895e-09 6.403589515577762237e-03
1.726833846842219719e-09 6.406062694147571582e-03
1.727450380993947568e-09 6.409907483948674815e-03
1.728072557839988890e-09 6.410566360592843266e-03
1.728238110996366011e-09 6.412404532622395861e-03
1.728471860068696462e-09 6.413480426770790631e-03
1.728535516836029409e-09 6.418273552089664297e-03
1.728857269937652711e-09 6.420466644895562840e-03
1.728966191756594816e-09 6.421688542689012701e-03
1.729059799042213940e-09 6.423790265209945553e-03
1.729334486778349277e-09 6.425071369810655270e-03
1.729685591714747530e-09 6.427336925974230092e-03
1.729742277285393498e-09 6.429740957958941100e-03
1.729749742788656244e-09 6.430582033453056956e-03
1.730093879826444361e-09 6.432933880223265857e-03
1.730230176504425624e-09 6.435711677235238584e-03
1.730692327107784893e-09 6.437551881740427757e-03
1.730724194410997948e-09 6.443842716860301995e-03
1.730810487534976601e-09 6.445969358375857813e-03
1.731756413570823889e-09 6.447863008479840820e-03
1.732306905432364363e-09 6.448204596611998435e-03
1.732416367108976732e-09 6.451261976239290596e-03
1.732864198575524101e-09 6.453411769578837331e-03
1.732916792116159844e-09 6.455400503591966765e-03
1.733359894026511348e-09 6.457674878672188014e-03
1.733422722793059830e-09 6.459299725018036002e-03
1.733871659964701807e-09 6.461589303130032581e-03
1.734563175291006724e-09 6.462179247034551856e-03
1.734678432634731227e-09 6.464696059949563353e-03
1.734914938013350440e-09 6.472103170293525692e-03
1.734948106694188758e-09 6.477119136047158714e-03
1.735248983275827116e-09 6.486628908655880932e-03
1.735282878474166757e-09 6.487549518441748306e-03
1.735313921126646015e-09 6.490219354059544900e-03
1.735404760749105859e-09 6.492258921031733403e-03
1.735456587627439653e-09 6.492982154723517425e-03
1.735480241436125256e-09 6.493904200873823647e-03
1.735526340607475997e-09 6.496752137635685570e-03
1.735554050903372754e-09 6.498322161099671750e-03
1.736172090259812278e-09 6.503464068968367942e-03
1.736483016637608206e-09 6.509357824242497509e-03
1.736612201045884211e-09 6.511957261135205115e-03
1.737478425314550726e-09 6.512632478053461370e-03
1.738148201593956242e-09 6.513887602660656945e-03
1.738370314153223812e-09 6.516593198133164601e-03
1.738453146904700591e-09 6.517121189212975868e-03
1.738509315602518126e-09 6.518053096587055409e-03
1.738617898767742933e-09 6.519810262771321210e-03
1.738662237688961719e-09 6.522239942717012080e-03
1.738744363863708859e-09 6.523870084399756471e-03
1.739019943052495190e-09 6.525778453658985685e-03
1.739196223119725811e-09 6.527752125268149533e-03
1.740108831314623321e-09 6.539450397946376843e-03
1.740524692667224973e-09 6.541539989314156499e-03
1.740569334394028941e-09 6.541954128704842789e-03
1.740585294186195842e-09 6.542875398997617144e-03
1.740718900306375729e-09 6.547851933033325446e-03
1.740924857773091817e-09 6.548023811083271764e-03
1.741754827535714512e-09 6.549703202653075346e-03
1.742660100641317977e-09 6.551490374900587228e-03
1.742845479343478908e-09 6.556098742828024573e-03
1.743055889692058721e-09 6.558612570896849014e-03
1.743115386635418470e-09 6.560891677738872087e-03
1.743492926693830609e-09 6.561336182087042571e-03
1.744354325420817603e-09 6.563116964864277800e-03
1.745067121593379656e-09 6.564813985053901367e-03
1.745417796054559697e-09 6.566809996822671990e-03
1.746214961392463518e-09 6.569165247399528021e-03
1.746540382542948300e-09 6.580360191744644843e-03
1.746981572214243245e-09 6.581610250948624619e-03
1.747759677031436130e-09 6.582884295102009453e-03
1.748030738576457527e-09 6.585514889507313070e-03
1.748036963980311213e-09 6.587084445907675362e-03
1.748164161854685977e-09 6.590006323869296648e-03
1.748388095653340429e-09 6.601523817470079242e-03
1.748454952376891312e-09 6.605445660110577898e-03
1.749067251677454858e-09 6.606219365478237932e-03
1.749392251681219767e-09 6.606921490419842731e-03
1.749610677816528198e-09 6.609700115297290415e-03
1.750310307417462577e-09 6.611784074028912231e-03
1.750401146499865504e-09 6.614346646117249227e-03
1.750538425496724801e-09 6.615745262983231678e-03
1.750661102423170359e-09 6.620368218939488673e-03
1.750847240393851002e-09 6.621906752427633540e-03
1.750972502361395067e-09 6.623814914357087011e-03
1.751404018390275188e-09 6.626179231359165603e-03
1.751424758202384580e-09 6.631469373478636985e-03
1.751567100650470522e-09 6.633487410942874758e-03
1.751623644363992200e-09 6.634957318624803112e-03
1.751985739704264642e-09 6.642781364905117787e-03
1.752000155386970927e-09 6.644381076063943757e-03
1.752754659302440707e-09 6.645869966129202243e-03
1.752938874790641001e-09 6.646693047009348196e-03
1.753131399790347099e-09 6.647432598034425794e-03
1.753331258932477316e-09 6.653750867281017778e-03
1.753376119570875327e-09 6.657243822503388503e-03
1.753729953271165024e-09 6.658436290736445551e-03
1.754497716756965273e-09 6.661716915864277465e-03
1.754937322545248181e-09 6.664287125840959690e-03
1.754948095748530953e-09 6.667471204463936568e-03
1.755261716564647164e-09 6.669715121868621636e-03
1.755325579285702796e-09 6.671174419255576638e-03
1.755411460074981369e-09 6.674765140547182438e-03
1.755555832700154630e-09 6.684423266776098708e-03
1.755807586601374159e-09 6.690119372422623570e-03
1.756246547945387114e-09 6.691469537213373849e-03
1.757017896026662899e-09 6.693767332398151311e-03
1.757126280418878765e-09 6.696172451900365453e-03
1.757308361224836461e-09 6.698633987623719629e-03
1.758149638178038978e-09 6.700796404654563512e-03
1.758285409654464696e-09 6.701526383632962387e-03
1.758694144852749869e-09 6.704933050549985799e-03
1.758813780149365176e-09 6.707078195943853155e-03
1.759060412484490209e-09 6.707839661965620502e-03
1.759542332661891762e-09 6.709754568537687480e-03
1.759728406777996303e-09 6.712236146112349547e-03
1.760542334617284998e-09 6.714377223400169563e-03
1.761159938513308789e-09 6.716537762107814211e-03
1.761450006467081407e-09 6.718922873278922701e-03
1.761452873516740918e-09 6.728342002822369078e-03
1.762329905214179750e-09 6.730564116885350001e-03
1.762609084014340199e-09 6.732108522808304997e-03
1.763073632420956267e-09 6.737200687713303451e-03
1.763182962212054312e-09 6.739605662076278425e-03
1.764765567943163720e-09 6.741168851778304646e-03
1.765228871803465127e-09 6.743895799690337138e-03
1.765344137858104377e-09 6.745241882528359330e-03
1.765385696376658282e-09 6.752329554011008567e-03
1.765586711939506229e-09 6.756231745617741723e-03
1.765676078325738421e-09 6.760283585666993812e-03
1.765815076134902027e-09 6.761515220265362433e-03
1.765983567770800689e-09 6.763761286213369923e-03
1.766066272640200883e-09 6.766125598266817601e-03
1.766546400325970740e-09 6.768992232039168847e-03
1.767066943509100746e-09 6.773558065481401387e-03
1.767400865931402003e-09 6.777607588745208564e-03
1.767839853842151501e-09 6.777922732623416387e-03
1.768050952165555124e-09 6.781226485453031513e-03
1.768391584016516021e-09 6.784137489904948186e-03
1.768447310985949287e-09 6.794334291771811536e-03
1.768838594392039529e-09 6.807132031741425053e-03
1.769293337066007519e-09 6.809301700396779011e-03
1.769721516584310600e-09 6.810780016190330112e-03
1.769777857577596038e-09 6.812671745706393514e-03
1.770058997072514835e-09 6.815316035214055712e-03
1.770329252539603501e-09 6.817915113142933303e-03
1.770579814235297170e-09 6.821293564833841132e-03
1.771148966641031696e-09 6.823016319859030211e-03
1.771818652398879582e-09 6.826233350301010548e-03
1.771823771419312716e-09 6.832296545363866769e-03
1.771862617583487388e-09 6.837789197639621182e-03
1.772426514410871354e-09 6.842493611891982234e-03
1.772773031897862026e-09 6.843973163719540252e-03
1.773728555564661517e-09 6.844989980624149699e-03
1.773773193978240278e-09 6.847123865964862416e-03
1.773914181814363326e-09 6.848456288260540599e-03
1.774140469693219661e-09 6.850449127665310389e-03
1.774408692867701421e-09 6.853094203393305349e-03
1.774411188763707854e-09 6.854353900114775779e-03
1.774451615678171539e-09 6.856414579191172365e-03
1.775186472056374663e-09 6.860725970573935267e-03
1.775470163124615787e-09 6.861703487836007080e-03
1.775963656189604818e-09 6.863914130829130121e-03
1.776166183212682667e-09 6.867050663470539336e-03
1.776173714033618109e-09 6.871163167081659716e-03
1.776343713626044312e-09 6.875235215736418687e-03
1.776385285812601234e-09 6.878743767605938544e-03
1.776579797015798722e-09 6.880790220887990534e-03
1.776591474922295086e-09 6.885085151221550029e-03
1.776946009353807705e-09 6.887438868175044075e-03
1.777220576530766139e-09 6.890024607964478909e-03
1.777254714651514239e-09 6.890321843812037203e-03
1.777617782611481929e-09 6.892413675103857378e-03
1.778003286123820106e-09 6.895320358979559541e-03
1.778246724712283139e-09 6.897693486717705082e-03
1.779149363629096373e-09 6.899944696370704025e-03
1.779290522775798111e-09 6.902953377136814700e-03
1.779591864791329410e-09 6.905105002758350763e-03
1.779797420365217488e-09 6.906134027081631613e-03
1.781096962868924461e-09 6.908996556916904667e-03
1.781194297906045895e-09 6.910965549657066206e-03
1.782272747891185267e-09 6.913202770134882318e-03
1.782449757845280064e-09 6.915125142059793013e-03
1.783260632625683040e-09 6.917224114992376327e-03
1.783479376367811525e-09 6.919866336474197674e-03
1.783763926729960840e-09 6.926601112947468331e-03
1.783921942302053505e-09 6.932757915954629313e-03
1.784346004570247861e-09 6.935549652684142898e-03
1.784492141293572677e-09 6.938089068179975269e-03
1.784564720413262560e-09 6.939201777337212704e-03
1.784669113377002659e-09 6.941285108337424264e-03
1.785050630028441228e-09 6.943429467282785476e-03
1.785437034907959112e-09 6.945595692355871140e-03
1.785526991056273420e-09 6.947289360199553065e-03
1.785737279418324277e-09 6.949673208659433443e-03
1.785836387950286514e-09 6.951697371959215770e-03
1.786711204945486748e-09 6.953788432885812942e-03
1.787011112782123346e-09 6.956306487995861376e-03
1.787155411080263846e-09 6.958691064608289560e-03
1.787246461419756626e-09 6.958972779800251182e-03
1.787724176813854668e-09 6.960951305543674507e-03
1.787915600718620817e-09 6.963445895423366928e-03
1.788377040352337818e-09 6.965851422073856235e-03
1.788520403237256802e-09 6.968235430088761187e-03
1.788729280365765601e-09 6.970596981194837963e-03
1.788736053393035678e-09 6.977598395014898182e-03
1.789010853255239713e-09 6.981817403195542462e-03
1.789409789730070723e-09 6.984037927281142727e-03
1.790004612326294391e-09 6.988194077669183241e-03
1.790049306082874902e-09 6.989722952535102306e-03
1.790390924635501770e-09 6.992012616947968981e-03
1.790620709094825794e-09 6.992492973558151088e-03
1.790632207245046608e-09 6.994491272486158887e-03
1.790693648607159031e-09 6.997679205568281720e-03
1.790712213452493300e-09 7.001495531212409938e-03
1.791275794681382048e-09 7.010483278290700893e-03
1.791363900418034652e-09 7.012760365861313294e-03
1.791872396741679191e-09 7.015231123835207958e-03
1.792062685838519171e-09 7.017598020020278729e-03
1.792191582491671076e-09 7.018865536885767614e-03
1.792531042602312164e-09 7.021167271420152879e-03
1.792810679103491173e-09 7.026508222506474069e-03
1.793144805742426317e-09 7.028482944722834642e-03
1.793777897926828479e-09 7.033340962724200611e-03
1.793799191879431755e-09 7.036010689874458435e-03
1.793809753477410173e-09 7.038637720292587226e-03
1.793830655667987967e-09 7.043666516175608842e-03
1.794318451562090660e-09 7.047170484416160133e-03
1.794372800863394106e-09 7.049271922652700952e-03
1.794407527968235313e-09 7.051820764624676385e-03
1.794588581302461827e-09 7.052963858725988522e-03
1.795592041790738275e-09 7.055001203282239113e-03
1.796150800147304626e-09 7.056292193668834908e-03
1.796653745397193549e-09 7.058791990373724894e-03
1.796720890069574585e-09 7.059956185862936197e-03
1.796780540951444854e-09 7.060369441349232701e-03
1.797002662221108115e-09 7.063662896780916085e-03
1.797062554456007673e-09 7.065598784123186711e-03
1.797185891849129966e-09 7.067668177662780361e-03
1.797459240527925114e-09 7.070509830850451802e-03
1.797472201939188126e-09 7.077264129620129511e-03
1.798243481116826154e-09 7.079437930830186423e-03
1.799147514013472483e-09 7.081577203411021891e-03
1.799284618813413464e-09 7.083431714808826989e-03
1.799439286956603469e-09 7.085847959680857504e-03
1.799510783814143953e-09 7.088524354322910115e-03
1.799544087029879377e-09 7.090822411785971738e-03
1.800002087820837130e-09 7.101638984522797883e-03
1.800341756718476894e-09 7.104147352068690066e-03
1.800802139177473980e-09 7.106557442994408842e-03
1.800873837492986945e-09 7.107861566494058300e-03
1.800902938264707963e-09 7.110309604387366963e-03
1.801043347535126730e-09 7.111399612216858825e-03
1.801158030312084208e-09 7.113413137054585417e-03
1.801530227307584464e-09 7.115627195935208399e-03
1.801802740633538176e-09 7.119571316346347441e-03
1.801815680909264926e-09 7.122740560957073995e-03
1.802034718484117873e-09 7.124949717079078620e-03
1.802831647344912751e-09 7.127121157235028967e-03
1.803019658400912617e-09 7.130337834337595153e-03
1.803379710405355498e-09 7.133077564942837991e-03
1.803725269027651006e-09 7.134017891420355376e-03
1.804462603683716502e-09 7.136051697473610143e-03
1.804501095599460210e-09 7.138758708773461185e-03
1.804845093937695361e-09 7.139179131574443019e-03
1.805094651262560151e-09 7.139470458889378944e-03
1.805271382424500349e-09 7.142105958080093714e-03
1.805526649079610439e-09 7.145115736357237832e-03
1.805578362581586456e-09 7.149001458997777600e-03
1.806237809813445051e-09 7.151148042473906737e-03
1.806631646503252473e-09 7.153227531929451724e-03
1.806950425910391654e-09 7.158527880421949353e-03
1.806959057552705180e-09 7.160982231106386396e-03
1.807459117837216441e-09 7.162457668665181930e-03
1.808474468874855199e-09 7.164966171121943048e-03
1.808571360288835495e-09 7.169090368782418156e-03
1.808749309048622780e-09 7.172203240979556881e-03
1.809350121700945431e-09 7.174177115664696902e-03
1.809387610445943819e-09 7.176296172601433557e-03
1.809648456071020320e-09 7.178716591340733241e-03
1.809706636301453045e-09 7.180894475780303342e-03
1.810095815841765104e-09 7.185978116453045107e-03
1.810370485297350352e-09 7.187231632060825208e-03
1.810819867975072198e-09 7.188011400371915535e-03
1.811063046236363461e-09 7.188332245730962022e-03
1.811104128028675235e-09 7.188637680650440849e-03
1.811991149321908580e-09 7.191271404766517994e-03
1.812651337367106769e-09 7.194195259741795363e-03
1.812877953505856979e-09 7.197683225142493049e-03
1.812923341775027821e-09 7.201027831779536342e-03
1.813339735241103735e-09 7.203828855872784764e-03
1.813370848467276694e-09 7.216365192985002737e-03
1.814035020471368891e-09 7.225724055532635123e-03
1.814494982537410921e-09 7.229812393992405065e-03
1.816012795111675338e-09 7.232062119788796109e-03
1.816118766487042967e-09 7.235092885282285238e-03
1.816120764778113067e-09 7.238254485934526514e-03
1.816383233453180449e-09 7.240725322610631724e-03
1.816613880834881366e-09 7.242199343702770617e-03
1.816679761247356044e-09 7.246157495067783241e-03
1.816685829064656314e-09 7.249122334150761952e-03
1.817090769142370141e-09 7.251649211009607125e-03
1.817135265643997633e-09 7.253295247397746268e-03
1.817544134816221382e-09 7.255917138986806188e-03
1.817619593578838909e-09 7.257734877764158293e-03
1.817629317277552282e-09 7.259888503290371983e-03
1.817994856514428386e-09 7.262032031073581070e-03
1.818045140585678620e-09 7.264248782392238729e-03
1.818096650118063205e-09 7.264992679776982598e-03
1.818129110944833171e-09 7.271736868499240405e-03
1.818581429224863008e-09 7.273744279687053421e-03
1.818712824774049298e-09 7.279973131500650993e-03
1.818859292032975858e-09 7.282067600142482292e-03
1.819142039958421741e-09 7.284121373505050845e-03
1.819239279881592522e-09 7.285483520651813913e-03
1.819545910779210514e-09 7.288249460486046979e-03
1.819571574207192712e-09 7.290770175626324484e-03
1.819820937119974529e-09 7.293125509590089005e-03
1.820006148887272729e-09 7.295933285852712266e-03
1.820101436623970437e-09 7.300436792484585324e-03
1.820515115337033386e-09 7.302337600852717298e-03
