# Tetrahedron method
        2.9603749115        0.1326281479        0.1326248902        0.0234610441        0.0234636678
        3.0888384721        0.1407352501        0.1407322768        0.0245050359        0.0245075372
        3.2173020328        0.1504208070        0.1504202119        0.0257571798        0.0257593417
        3.3457655934        0.1628992908        0.1628974097        0.0273535092        0.0273559527
        3.4742291541        0.1757672132        0.1757701597        0.0290056310        0.0290071127
        3.6026927148        0.2097510858        0.2097565825        0.0332946731        0.0332959513
        3.7311562754        0.2198668485        0.2198728979        0.0350451437        0.0350462754
        3.8596198361        0.2025513451        0.2025593893        0.0335710330        0.0335730377
        3.9880833968        0.2046660796        0.2046783082        0.0342336512        0.0342367112
        4.1165469574        0.2239213377        0.2239416523        0.0369834567        0.0369902742
        4.2450105181        0.3503062075        0.3503206807        0.0517620378        0.0517832064
        4.3734740787        0.3528033896        0.3528191383        0.0542585615        0.0542660364
        4.5019376394        0.3336905332        0.3337209351        0.0547928009        0.0547831326
        4.6304012001        0.3193365975        0.3193748347        0.0560747314        0.0560528802
        4.7588647607        0.3044253836        0.3044737488        0.0577715254        0.0577683040
        4.8873283214        0.2982090465        0.2982526202        0.0606968351        0.0606910533
        5.0157918821        0.3017641544        0.3017819502        0.0649096480        0.0648992013
        5.1442554427        0.3124946690        0.3124683628        0.0700884014        0.0700636465
        5.2727190034        0.3336734708        0.3336290195        0.0768127528        0.0768022116
        5.4011825641        0.5331345934        0.5332893296        0.1317668613        0.1316490807
        5.5296461247        0.3852997803        0.3852272413        0.0846676922        0.0846717294
        5.6581096854        0.5314388874        0.5313084018        0.1048541154        0.1048959364
        5.7865732460        0.0485388794        0.0485386194        0.0067680151        0.0067707029
        5.9150368067        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        6.0435003674        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        6.1719639280        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        6.3004274887        0.1640784253        0.1644451222        0.0445389449        0.0445295545
        6.4288910494        0.2602111184        0.2606874958        0.0666084373        0.0666725320
        6.5573546100        0.4073060929        0.4073849723        0.0872013602        0.0870612672
        6.6858181707        0.4979192729        0.4980913586        0.1134889496        0.1135375701
        6.8142817313        0.8076185862        0.8061921482        0.1960680015        0.1961442750
        6.9427452920        0.8453292881        0.8454301714        0.1695697029        0.1694379498
        7.0712088527        1.2284250583        1.2293336011        0.1749695645        0.1747995360
        7.1996724133        1.0191069414        1.0190888856        0.1080079812        0.1079776741
        7.3281359740        0.6368109851        0.6367795795        0.0707068833        0.0707100611
        7.4565995347        0.9420080398        0.9420134000        0.1079253531        0.1079245212
        7.5850630953        0.1107067059        0.1109523943        0.0088072290        0.0088006663
        7.7135266560        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.8419902166        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        7.9704537773        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        8.0989173380        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        8.2273808986        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        8.3558444593        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        8.4843080200        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        8.6127715806        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        8.7412351413        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        8.8696987020        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        8.9981622626        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        9.1266258233        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        9.2550893839        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        9.3835529446        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        9.5120165053        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        9.6404800659        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        9.7689436266        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        9.8974071873        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       10.0258707479        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       10.1543343086        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       10.2827978692        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       10.4112614299        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       10.5397249906        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       10.6681885512        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       10.7966521119        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       10.9251156726        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       11.0535792332        0.0000000000        0.0000000000        0.0000000000        0.0000000000
